Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,05/06/07,Ponte Preta,Grêmio Barueri,B,5
2,10/07/07,Portuguesa,Ponte Preta,B,11
3,25/08/07,Corinthians,Cruzeiro,A,21
4,25/08/07,Fluminense,Grêmio,A,21
5,25/08/07,Internacional,Athletico-PR,A,21
6,26/08/07,Atlético-MG,Botafogo,A,21
7,26/08/07,São Paulo,Nautico,A,21
8,26/08/07,Paraná,Juventude,A,21
9,26/08/07,Figueirense,Palmeiras,A,21
10,26/08/07,America-RN,Santos,A,21
11,26/08/07,Sport,Vasco,A,21
12,26/08/07,Flamengo,Goiás,A,21
13,03/11/07,Criciúma,Santo André,B,34
14,17/11/07,Ponte Preta,Ceará,B,37
