Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/05/07,Ipatinga,Santa Cruz,B,1
2,04/09/07,Santa Cruz,Fortaleza,B,23
3,22/09/07,São Paulo,Figueirense,A,27
4,22/09/07,Grêmio,Santos,A,27
5,22/09/07,Goiás,America-RN,A,27
6,23/09/07,Juventude,Flamengo,A,27
7,23/09/07,Nautico,Sport,A,27
8,23/09/07,Palmeiras,Corinthians,A,27
9,23/09/07,Atlético-MG,Internacional,A,27
10,23/09/07,Athletico-PR,Paraná,A,27
11,23/09/07,Botafogo,Fluminense,A,27
12,23/09/07,Vasco,Cruzeiro,A,27
13,29/09/07,Grêmio Barueri,São Caetano,B,27
14,03/11/07,Brasiliense,Ituano,B,34
