Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,28/07/07,Avaí,Santa Cruz,B,15
2,11/08/07,Sport,Juventude,A,19
3,11/08/07,São Paulo,Athletico-PR,A,19
4,11/08/07,Flamengo,Nautico,A,19
5,12/08/07,Corinthians,Grêmio,A,19
6,12/08/07,Atlético-MG,Palmeiras,A,19
7,12/08/07,Figueirense,Botafogo,A,19
8,12/08/07,Internacional,Goiás,A,19
9,12/08/07,America-RN,Cruzeiro,A,19
10,12/08/07,Fluminense,Santos,A,19
11,12/08/07,Paraná,Vasco,A,19
12,28/08/07,Brasiliense,Avaí,B,21
13,01/09/07,CRB,Santa Cruz,B,22
14,16/10/07,Ipatinga,Ituano,B,31
