Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/05/07,Gama,Coritiba,B,2
2,26/05/07,America-RN,Figueirense,A,3
3,26/05/07,Corinthians,Atlético-MG,A,3
4,26/05/07,Fluminense,Internacional,A,3
5,27/05/07,São Paulo,Palmeiras,A,3
6,27/05/07,Athletico-PR,Santos,A,3
7,27/05/07,Grêmio,Sport,A,3
8,27/05/07,Nautico,Vasco,A,3
9,27/05/07,Cruzeiro,Paraná,A,3
10,27/05/07,Goiás,Juventude,A,3
11,27/05/07,Flamengo,Botafogo,A,3
12,22/09/07,Coritiba,Ceará,B,26
13,06/10/07,São Caetano,Ponte Preta,B,29
14,09/11/07,Santa Cruz,Ponte Preta,B,35
