Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/05/07,Ponte Preta,Gama,B,1
2,26/05/07,Grêmio Barueri,Criciúma,B,3
3,28/06/07,Figueirense,São Paulo,A,8
4,28/06/07,Sport,Nautico,A,8
5,30/06/07,Santos,Grêmio,A,8
6,30/06/07,Cruzeiro,Vasco,A,8
7,30/06/07,America-RN,Goiás,A,8
8,30/06/07,Internacional,Atlético-MG,A,8
9,30/06/07,Paraná,Athletico-PR,A,8
10,30/06/07,Fluminense,Botafogo,A,8
11,30/06/07,Corinthians,Palmeiras,A,8
12,17/07/07,Portuguesa,CRB,B,13
13,23/08/07,Flamengo,Juventude,A,8
14,27/10/07,EC Vitória,Criciúma,B,32
