Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,27/07/07,Ponte Preta,Ipatinga,B,15
2,20/10/07,São Caetano,Ceará,B,31
3,20/10/07,Coritiba,Santo André,B,31
4,31/10/07,Athletico-PR,Grêmio,A,34
5,31/10/07,Figueirense,Fluminense,A,34
6,31/10/07,Atlético-MG,Paraná,A,34
7,31/10/07,Goiás,Vasco,A,34
8,31/10/07,Nautico,Santos,A,34
9,31/10/07,Flamengo,Corinthians,A,34
10,31/10/07,São Paulo,America-RN,A,34
11,01/11/07,Botafogo,Cruzeiro,A,34
12,01/11/07,Palmeiras,Juventude,A,34
13,01/11/07,Internacional,Sport,A,34
14,13/11/07,Ponte Preta,Avaí,B,36
