Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/07/07,Botafogo,Juventude,A,14
2,19/07/07,Atlético-MG,Fluminense,A,14
3,19/07/07,São Paulo,Sport,A,14
4,24/07/07,Marília,Gama,B,14
5,25/07/07,Athletico-PR,Cruzeiro,A,14
6,25/07/07,Goiás,Santos,A,14
7,25/07/07,Nautico,Grêmio,A,14
8,25/07/07,Flamengo,America-RN,A,14
9,25/07/07,Palmeiras,Vasco,A,14
10,25/07/07,Figueirense,Corinthians,A,14
11,25/07/07,Internacional,Paraná,A,14
12,20/10/07,Santa Cruz,Gama,B,31
13,03/11/07,São Caetano,CRB,B,34
14,16/11/07,Coritiba,Marília,B,37
