Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/07/07,Coritiba,Grêmio Barueri,B,13
2,25/08/07,Santa Cruz,Ipatinga,B,20
3,08/09/07,Santo André,EC Vitória,B,24
4,20/10/07,Palmeiras,Paraná,A,32
5,20/10/07,Goiás,Fluminense,A,32
6,20/10/07,Botafogo,Sport,A,32
7,21/10/07,Nautico,Corinthians,A,32
8,21/10/07,Atlético-MG,Vasco,A,32
9,21/10/07,São Paulo,Cruzeiro,A,32
10,21/10/07,Athletico-PR,America-RN,A,32
11,21/10/07,Figueirense,Santos,A,32
12,21/10/07,Internacional,Juventude,A,32
13,21/10/07,Flamengo,Grêmio,A,32
14,13/11/07,Coritiba,Portuguesa,B,36
