Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/05/07,Fortaleza,Portuguesa,B,1
2,14/06/07,Botafogo,Vasco,A,12
3,26/06/07,Portuguesa,EC Vitória,B,8
4,18/07/07,Figueirense,Sport,A,12
5,18/07/07,Atlético-MG,America-RN,A,12
6,18/07/07,Athletico-PR,Juventude,A,12
7,18/07/07,Internacional,Corinthians,A,12
8,18/07/07,Nautico,Cruzeiro,A,12
9,18/07/07,São Paulo,Fluminense,A,12
10,19/07/07,Flamengo,Paraná,A,12
11,19/07/07,Goiás,Grêmio,A,12
12,19/07/07,Palmeiras,Santos,A,12
13,30/10/07,Remo,São Caetano,B,33
14,03/11/07,Paulista,Ceará,B,34
