Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/06/07,Portuguesa,Marília,B,6
2,26/06/07,Gama,CRB,B,8
3,03/07/07,Santo André,Ituano,B,10
4,21/07/07,Juventude,Internacional,A,13
5,21/07/07,America-RN,Athletico-PR,A,13
6,21/07/07,Vasco,Atlético-MG,A,13
7,22/07/07,Corinthians,Nautico,A,13
8,22/07/07,Fluminense,Goiás,A,13
9,22/07/07,Grêmio,Flamengo,A,13
10,22/07/07,Cruzeiro,São Paulo,A,13
11,22/07/07,Paraná,Palmeiras,A,13
12,22/07/07,Sport,Botafogo,A,13
13,22/07/07,Santos,Figueirense,A,13
14,18/08/07,Grêmio Barueri,CRB,B,19
