Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/07/07,Gama,Avaí,B,11
2,04/08/07,Sport,Athletico-PR,A,17
3,04/08/07,America-RN,Nautico,A,17
4,04/08/07,Corinthians,Goiás,A,17
5,05/08/07,Santos,Flamengo,A,17
6,05/08/07,Cruzeiro,Internacional,A,17
7,05/08/07,Fluminense,Palmeiras,A,17
8,05/08/07,Juventude,Atlético-MG,A,17
9,05/08/07,Grêmio,São Paulo,A,17
10,05/08/07,Vasco,Figueirense,A,17
11,05/08/07,Paraná,Botafogo,A,17
12,07/08/07,Ceará,Grêmio Barueri,B,17
13,13/10/07,Brasiliense,CRB,B,30
14,Brasiliense,3-2,,B,10/06/07/07
