Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,09/06/07,Criciúma,Avaí,B,5
2,14/07/07,Santo André,Coritiba,B,12
3,01/09/07,EC Vitória,Ceará,B,22
4,08/09/07,Figueirense,Atlético-MG,A,25
5,08/09/07,Internacional,Flamengo,A,25
6,08/09/07,Vasco,São Paulo,A,25
7,08/09/07,Cruzeiro,Grêmio,A,25
8,08/09/07,Santos,Juventude,A,25
9,09/09/07,Paraná,Corinthians,A,25
10,09/09/07,Fluminense,Athletico-PR,A,25
11,09/09/07,America-RN,Sport,A,25
12,09/09/07,Palmeiras,Goiás,A,25
13,09/09/07,Nautico,Botafogo,A,25
14,09/11/07,Santa Cruz,Ponte Preta,B,35
