Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/07/07,Criciúma,Coritiba,B,11
2,13/07/07,Grêmio Barueri,Brasiliense,B,12
3,01/09/07,EC Vitória,Ceará,B,22
4,06/10/07,Palmeiras,Grêmio,A,30
5,06/10/07,Botafogo,Santos,A,30
6,06/10/07,Nautico,Juventude,A,30
7,07/10/07,São Paulo,Corinthians,A,30
8,07/10/07,Athletico-PR,Vasco,A,30
9,07/10/07,Atlético-MG,Sport,A,30
10,07/10/07,Internacional,America-RN,A,30
11,07/10/07,Goiás,Cruzeiro,A,30
12,07/10/07,Figueirense,Paraná,A,30
13,07/10/07,Flamengo,Fluminense,A,30
14,17/11/07,Ituano,CRB,B,37
