Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/05/07,São Caetano,EC Vitória,B,2
2,26/05/07,São Caetano,Gama,B,3
3,02/06/07,Atlético-MG,Athletico-PR,A,4
4,02/06/07,Botafogo,Grêmio,A,4
5,02/06/07,Figueirense,Goiás,A,4
6,03/06/07,Santos,Corinthians,A,4
7,03/06/07,Palmeiras,Cruzeiro,A,4
8,03/06/07,Juventude,America-RN,A,4
9,03/06/07,Sport,Flamengo,A,4
10,03/06/07,Paraná,São Paulo,A,4
11,03/06/07,Vasco,Fluminense,A,4
12,04/06/07,Internacional,Nautico,A,4
13,22/09/07,Ituano,Ponte Preta,B,26
14,24/11/07,Portuguesa,Criciúma,B,38
