Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,30/06/07,EC Vitória,Ponte Preta,B,9
2,24/07/07,Paulista,CRB,B,14
3,25/08/07,Paulista,Coritiba,B,20
4,28/08/07,Fortaleza,CRB,B,21
5,03/11/07,Paraná,Goiás,A,35
6,03/11/07,Fluminense,Nautico,A,35
7,03/11/07,Grêmio,Figueirense,A,35
8,04/11/07,Santos,Atlético-MG,A,35
9,04/11/07,Cruzeiro,Flamengo,A,35
10,04/11/07,Corinthians,Athletico-PR,A,35
11,04/11/07,America-RN,Botafogo,A,35
12,04/11/07,Sport,Palmeiras,A,35
13,04/11/07,Vasco,Internacional,A,35
14,07/11/07,Juventude,São Paulo,A,35
