Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,22/06/07,EC Vitória,Marília,B,7
2,04/09/07,São Caetano,Coritiba,B,23
3,12/10/07,Sport,Figueirense,A,31
4,12/10/07,Cruzeiro,Nautico,A,31
5,12/10/07,Juventude,Athletico-PR,A,31
6,13/10/07,Corinthians,Internacional,A,31
7,13/10/07,Paraná,Flamengo,A,31
8,13/10/07,Fluminense,São Paulo,A,31
9,13/10/07,America-RN,Atlético-MG,A,31
10,13/10/07,Santos,Palmeiras,A,31
11,13/10/07,Grêmio,Goiás,A,31
12,14/10/07,Vasco,Botafogo,A,31
13,27/10/07,Grêmio Barueri,Coritiba,B,32
14,30/10/07,Avaí,Portuguesa,B,33
