Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/07/07,Marília,Gama,B,14
2,10/08/07,Portuguesa,Brasiliense,B,18
3,25/08/07,Portuguesa,Fortaleza,B,20
4,15/09/07,Goiás,Nautico,A,26
5,15/09/07,Fluminense,America-RN,A,26
6,15/09/07,São Paulo,Santos,A,26
7,16/09/07,Corinthians,Botafogo,A,26
8,16/09/07,Athletico-PR,Palmeiras,A,26
9,16/09/07,Sport,Paraná,A,26
10,16/09/07,Atlético-MG,Cruzeiro,A,26
11,16/09/07,Figueirense,Juventude,A,26
12,16/09/07,Flamengo,Vasco,A,26
13,16/09/07,Grêmio,Internacional,A,26
14,09/10/07,Grêmio Barueri,Marília,B,30
