Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/07/07,Paraná,Figueirense,A,11
2,12/07/07,Juventude,Nautico,A,11
3,12/07/07,Vasco,Athletico-PR,A,11
4,14/07/07,Santos,Botafogo,A,11
5,14/07/07,Sport,Atlético-MG,A,11
6,14/07/07,Grêmio,Palmeiras,A,11
7,14/07/07,Cruzeiro,Goiás,A,11
8,14/07/07,America-RN,Internacional,A,11
9,14/07/07,Corinthians,São Paulo,A,11
10,31/07/07,Coritiba,Avaí,B,16
11,16/08/07,Fluminense,Flamengo,A,11
12,20/10/07,Marília,CRB,B,31
13,03/11/07,Criciúma,Santo André,B,34
14,13/11/07,Ipatinga,Marília,B,36
