Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/07/07,São Caetano,Remo,B,14
2,01/08/07,Nautico,Fluminense,A,16
3,01/08/07,Goiás,Paraná,A,16
4,01/08/07,Palmeiras,Sport,A,16
5,01/08/07,Botafogo,America-RN,A,16
6,01/08/07,Atlético-MG,Santos,A,16
7,01/08/07,Athletico-PR,Corinthians,A,16
8,01/08/07,Internacional,Vasco,A,16
9,02/08/07,São Paulo,Juventude,A,16
10,02/08/07,Figueirense,Grêmio,A,16
11,07/08/07,Avaí,Ponte Preta,B,17
12,28/08/07,Santo André,Portuguesa,B,21
13,12/09/07,Flamengo,Cruzeiro,A,16
14,02/10/07,Ipatinga,Avaí,B,28
