Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/05/07,Grêmio Barueri,Criciúma,B,3
2,01/06/07,Criciúma,Marília,B,4
3,14/06/07,Coritiba,Brasiliense,B,6
4,07/07/07,São Paulo,Flamengo,A,29
5,18/08/07,Ituano,Avaí,B,19
6,03/10/07,Palmeiras,Nautico,A,29
7,03/10/07,Sport,Goiás,A,29
8,03/10/07,Grêmio,Atlético-MG,A,29
9,03/10/07,Vasco,Juventude,A,29
10,03/10/07,Athletico-PR,Botafogo,A,29
11,03/10/07,Fluminense,Corinthians,A,29
12,03/10/07,Cruzeiro,Santos,A,29
13,04/10/07,America-RN,Paraná,A,29
14,04/10/07,Figueirense,Internacional,A,29
