Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,06/07/07,Paraná,America-RN,A,10
2,07/07/07,Santos,Cruzeiro,A,10
3,07/07/07,Corinthians,Fluminense,A,10
4,07/07/07,Atlético-MG,Grêmio,A,10
5,07/07/07,Botafogo,Athletico-PR,A,10
6,07/07/07,Goiás,Sport,A,10
7,07/07/07,Internacional,Figueirense,A,10
8,07/07/07,Nautico,Palmeiras,A,10
9,07/07/07,Juventude,Vasco,A,10
10,03/08/07,EC Vitória,Paulista,B,16
11,04/09/07,Ceará,Portuguesa,B,23
12,15/09/07,São Caetano,Santa Cruz,B,25
13,29/09/07,Ceará,Avaí,B,27
14,04/10/07,Flamengo,São Paulo,A,10
