Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/06/07,Grêmio,Cruzeiro,A,6
2,16/06/07,Flamengo,Internacional,A,6
3,16/06/07,Corinthians,Paraná,A,6
4,16/06/07,Santo André,Ponte Preta,B,6
5,17/06/07,Atlético-MG,Figueirense,A,6
6,17/06/07,Athletico-PR,Fluminense,A,6
7,17/06/07,São Paulo,Vasco,A,6
8,17/06/07,Goiás,Palmeiras,A,6
9,17/06/07,Botafogo,Nautico,A,6
10,17/06/07,Sport,America-RN,A,6
11,17/06/07,Juventude,Santos,A,6
12,25/08/07,Marília,Brasiliense,B,20
13,10/11/07,Gama,Ipatinga,B,35
14,24/11/07,Avaí,Ituano,B,38
