Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/06/07,Santa Cruz,Ituano,B,8
2,25/08/07,São Caetano,Criciúma,B,20
3,29/09/07,Nautico,Athletico-PR,A,28
4,29/09/07,Corinthians,Sport,A,28
5,29/09/07,Flamengo,Atlético-MG,A,28
6,30/09/07,Santos,Vasco,A,28
7,30/09/07,Botafogo,Goiás,A,28
8,30/09/07,Internacional,São Paulo,A,28
9,30/09/07,Juventude,Grêmio,A,28
10,30/09/07,Cruzeiro,Figueirense,A,28
11,30/09/07,America-RN,Palmeiras,A,28
12,30/09/07,Paraná,Fluminense,A,28
13,16/10/07,Brasiliense,Grêmio Barueri,B,31
14,03/11/07,Marília,Remo,B,34
