Concurso,Data,Jogo_Num,Mandante,Gols_Mandante,Visitante,Gols_Visitante,Campeonato,Dia_Semana,Torneio_Exato
195,09/01/2006,1,VILA NOVA,3,GOIAS,0,,Domingo,Campeonatos Estaduais
195,09/01/2006,2,ITABUNA,2,BAHIA,1,,Domingo,Campeonatos Estaduais
195,09/01/2006,3,FORTALEZA,1,GUARANY,0,,Domingo,Campeonatos Estaduais
195,09/01/2006,4,JATAIENSE,1,MINEIROS,0,,Domingo,Campeonatos Estaduais
195,09/01/2006,5,IPITANGA,3,FLUMINENSE,1,,Domingo,Campeonatos Estaduais
195,09/01/2006,6,CONFIANCA,2,OLIMPICO,1,,Domingo,Campeonatos Estaduais
195,09/01/2006,7,NAUTICO,2,CENTRAL,1,,Domingo,Campeonatos Estaduais
195,09/01/2006,8,SANTA CRUZ,1,PORTO,0,,Domingo,Campeonatos Estaduais
195,09/01/2006,9,JUAZEIRO,0,CAMACARI,0,,Domingo,Campeonatos Estaduais
195,09/01/2006,10,VITORIA,1,COLO COLO,1,,Domingo,Copa Libertadores / Sul-Americana
195,09/01/2006,11,AA RIOVERDENSE,2,ATLETICO,4,,Domingo,Campeonatos Estaduais
195,09/01/2006,12,CRAC,0,ANAPOLINA,1,,Domingo,Campeonatos Estaduais
195,09/01/2006,13,FERROVIARIO,2,QUIXADA,0,,Sábado,Campeonatos Estaduais
195,09/01/2006,14,ICASA,2,CEARA,2,,Domingo,Campeonatos Estaduais
196,16/01/2006,1,CORINTHIANS,5,PORT.SANTISTA,1,,Domingo,Campeonatos Estaduais
196,16/01/2006,2,SANTOS,2,MOGI MIRIM,0,,Domingo,Campeonatos Estaduais
196,16/01/2006,3,MARILIA,1,PALMEIRAS,2,,Domingo,Campeonatos Estaduais
196,16/01/2006,4,VASCO DA GAMA,3,MADUREIRA,1,,Domingo,Campeonatos Estaduais
196,16/01/2006,5,BOTAFOGO,3,FRIBURGUENSE,0,,Domingo,Campeonatos Estaduais
196,16/01/2006,6,VILA NOVA,4,CRAC,1,,Domingo,Campeonatos Estaduais
196,16/01/2006,7,AMERICA,1,VOLTA REDONDA,2,,Sábado,Campeonatos Estaduais
196,16/01/2006,8,CRICIUMA,3,JOINVILLE,4,,Domingo,Campeonatos Estaduais
196,16/01/2006,9,CAMACARI,0,VITORIA,1,,Domingo,Campeonatos Estaduais
196,16/01/2006,10,QUIXADA,2,FORTALEZA,1,,Domingo,Campeonatos Estaduais
196,16/01/2006,11,ITUANO,1,SAO CAETANO,1,,Domingo,Campeonatos Estaduais
196,16/01/2006,12,SANTO ANDRE,0,PONTE PRETA,2,,Domingo,Campeonatos Estaduais
196,16/01/2006,13,FLUMINENSE,4,PORTUGUESA,0,,Domingo,Campeonatos Estaduais
196,16/01/2006,14,FLAMENGO,0,NOVA IGUACU,1,,Sábado,Campeonatos Estaduais
197,23/01/2006,1,BOTAFOGO,5,VASCO DA GAMA,3,,Domingo,Campeonato Carioca
197,23/01/2006,2,SAO PAULO,2,SAO CAETANO,1,,Sábado,Campeonatos Estaduais
197,23/01/2006,3,FORTALEZA,6,FERROVIARIO,2,,Domingo,Campeonatos Estaduais
197,23/01/2006,4,ATLETICO,4,VILA NOVA,1,,Domingo,Campeonatos Estaduais
197,23/01/2006,5,VITORIA,2,BAHIA,1,,Domingo,Campeonatos Estaduais
197,23/01/2006,6,AMERICANO,2,FLUMINENSE,2,,Sábado,Campeonatos Estaduais
197,23/01/2006,7,PORTUGUESA,2,FLAMENGO,2,,Domingo,Campeonatos Estaduais
197,23/01/2006,8,AVAI,1,FIGUEIRENSE,2,,Domingo,Campeonatos Estaduais
197,23/01/2006,9,CFZ-BSB,0,BRASILIENSE,6,,Domingo,Campeonatos Estaduais
197,23/01/2006,10,NAUTICO,1,SPORT RECIFE,1,,Domingo,Campeonatos Estaduais
197,23/01/2006,11,ATLETICO,2,CALDENSE,1,,Domingo,Campeonato Mineiro
197,23/01/2006,12,MOGI MIRIM,1,PALMEIRAS,2,,Domingo,Campeonatos Estaduais
197,23/01/2006,13,SANTOS,3,MARILIA,2,,Domingo,Campeonatos Estaduais
197,23/01/2006,14,PORTUGUESA,2,CORINTHIANS,1,,Domingo,Campeonatos Estaduais
198,30/01/2006,1,FLUMINENSE,2,FLAMENGO,2,,Domingo,Campeonato Carioca
198,30/01/2006,2,RIO BRANCO,1,CORINTHIANS,4,,Domingo,Campeonatos Estaduais
198,30/01/2006,3,GOIAS,2,VILA NOVA,2,,Domingo,Campeonatos Estaduais
198,30/01/2006,4,INTERNACIONAL,2,CAXIAS,0,,Sábado,Campeonato Gaúcho
198,30/01/2006,5,CEARA,3,FORTALEZA,6,,Domingo,Campeonatos Estaduais
198,30/01/2006,6,AMERICA,2,VASCO DA GAMA,1,,Sábado,Campeonatos Estaduais
198,30/01/2006,7,GAMA,4,CFZ-BSB,2,,Domingo,Campeonatos Estaduais
198,30/01/2006,8,POCOES,1,VITORIA,6,,Domingo,Campeonatos Estaduais
198,30/01/2006,9,SPORT RECIFE,1,SANTA CRUZ,1,,Domingo,Campeonatos Estaduais
198,30/01/2006,10,CRUZEIRO,0,IPATINGA,0,,Domingo,Campeonatos Estaduais
198,30/01/2006,11,VOLTA REDONDA,3,BOTAFOGO,2,,Domingo,Campeonato Carioca
198,30/01/2006,12,AMERICA,2,SANTOS,3,,Domingo,Campeonatos Estaduais
198,30/01/2006,13,PALMEIRAS,4,PORT.SANTISTA,0,,Sábado,Campeonatos Estaduais
198,30/01/2006,14,SAO PAULO,3,GUARANI,3,,Domingo,Campeonato Paulista
199,06/02/2006,1,SAO PAULO,4,PALMEIRAS,2,,Domingo,Campeonato Paulista
199,06/02/2006,2,ATLETICO,1,CRUZEIRO,1,,Domingo,Campeonato Mineiro
199,06/02/2006,3,BAHIA,1,VITORIA,1,,Domingo,Campeonatos Estaduais
199,06/02/2006,4,SANTA CRUZ,2,NAUTICO,0,,Domingo,Campeonatos Estaduais
199,06/02/2006,5,ESPORTIVO,2,GREMIO,2,,Domingo,Campeonatos Estaduais
199,06/02/2006,6,INTERNACIONAL,4,PASSO FUNDO,0,,Domingo,Campeonatos Estaduais
199,06/02/2006,7,CRAC,1,VILA NOVA,0,,Domingo,Campeonatos Estaduais
199,06/02/2006,8,ATHLETICO,1,MARINGA,0,,Domingo,Campeonatos Estaduais
199,06/02/2006,9,JOINVILLE,2,MARCILIO DIAS,0,,Domingo,Campeonatos Estaduais
199,06/02/2006,10,GUARA,0,CEILANDIA,6,,Domingo,Campeonatos Estaduais
199,06/02/2006,11,FERROVIARIO,4,CEARA,0,,Domingo,Campeonatos Estaduais
199,06/02/2006,12,PONTE PRETA,2,GUARANI,2,,Domingo,Campeonato Paulista
199,06/02/2006,13,PORT.SANTISTA,2,SANTOS,1,,Domingo,Campeonatos Estaduais
199,06/02/2006,14,CORINTHIANS,4,BRAGANTINO,1,,Sábado,Campeonato Paulista
200,13/02/2006,1,CORINTHIANS,0,SANTOS,1,,Domingo,Campeonato Paulista
200,13/02/2006,2,PALMEIRAS,1,BRAGANTINO,1,,Sábado,Campeonato Paulista
200,13/02/2006,3,AMERICA,0,ATLETICO,1,,Domingo,Campeonato Mineiro
200,13/02/2006,4,GREMIO,2,SANTA CRUZ,1,,Domingo,Campeonatos Estaduais
200,13/02/2006,5,MINEIROS,1,GOIAS,0,,Domingo,Campeonatos Estaduais
200,13/02/2006,6,BRASILIENSE,3,CFZ-BSB,0,,Domingo,Campeonatos Estaduais
200,13/02/2006,7,CORITIBA,2,PARANAVAI,1,,Domingo,Campeonatos Estaduais
200,13/02/2006,8,CENTRAL,1,NAUTICO,1,,Domingo,Campeonatos Estaduais
200,13/02/2006,9,VILA NOVA,1,ATLETICO,1,,Domingo,Campeonatos Estaduais
200,13/02/2006,10,CRICIUMA,1,MARCILIO DIAS,0,,Domingo,Campeonatos Estaduais
200,13/02/2006,11,FORTALEZA,3,QUIXADA,1,,Domingo,Campeonatos Estaduais
200,13/02/2006,12,AGUIA,2,REMO,2,,Domingo,Campeonatos Estaduais
200,13/02/2006,13,GUARANI,1,ITUANO,2,,Domingo,Campeonato Paulista
200,13/02/2006,14,PORT.SANTISTA,0,SAO PAULO,5,,Domingo,Campeonatos Estaduais
201,20/02/2006,1,PALMEIRAS,4,SAO  CAETANO,0,,Domingo,Campeonatos Estaduais
201,20/02/2006,2,MADUREIRA,2,FLUMINENSE,1,,Sábado,Campeonatos Estaduais
201,20/02/2006,3,CRUZEIRO,1,AMERICA,1,,Domingo,Campeonato Mineiro
201,20/02/2006,4,PARANA,3,CORITIBA,0,,Domingo,Campeonatos Estaduais
201,20/02/2006,5,INTERNACIONAL,3,ULBRA,1,,Domingo,Campeonatos Estaduais
201,20/02/2006,6,SANTOS,1,PONTE PRETA,0,,Domingo,Campeonato Paulista
201,20/02/2006,7,VASCO DA GAMA,2,PORTUGUESA,2,,Domingo,Campeonatos Estaduais
201,20/02/2006,8,CAPITAL,0,BRASILIENSE,2,,Sábado,Campeonatos Estaduais
201,20/02/2006,9,REMO,1,PAYSANDU,1,,Domingo,Campeonatos Estaduais
201,20/02/2006,10,FERROVIARIO,0,FORTALEZA,0,,Domingo,Campeonatos Estaduais
201,20/02/2006,11,BOTAFOGO,1,NOVA IGUACU,1,,Domingo,Campeonatos Estaduais
201,20/02/2006,12,FRIBURGUENSE,3,FLAMENGO,3,,Domingo,Campeonatos Estaduais
201,20/02/2006,13,MOGI MIRIM,1,CORINTHIANS,5,,Domingo,Campeonatos Estaduais
201,20/02/2006,14,SAO PAULO,5,PAULISTA,1,,Sábado,Campeonatos Estaduais
202,01/03/2006,1,FLAMENGO,3,BOTAFOGO,2,,Sábado,Campeonato Carioca
202,01/03/2006,2,NOROESTE,1,PALMEIRAS,3,,Sábado,Campeonatos Estaduais
202,01/03/2006,3,CORITIBA,2,LONDRINA,1,,Domingo,Campeonatos Estaduais
202,01/03/2006,4,VILLA NOVA,0,ATLETICO,1,,Sábado,Campeonato Mineiro
202,01/03/2006,5,PONTE PRETA,1,SAO PAULO,2,,Sábado,Campeonato Paulista
202,01/03/2006,6,MARILIA,3,GUARANI,1,,Sábado,Campeonatos Estaduais
202,01/03/2006,7,GOIAS,0,JATAIENSE,1,,Sábado,Campeonatos Estaduais
202,01/03/2006,8,ATHLETICO,2,IRATY,2,,Sábado,Campeonatos Estaduais
202,01/03/2006,9,MARANGUAPE,1,FORTALEZA,1,,Sábado,Campeonatos Estaduais
202,01/03/2006,10,CEILANDIA,8,GUARA,2,,Domingo,Campeonatos Estaduais
202,01/03/2006,11,CALDENSE,0,CRUZEIRO,2,,Sábado,Campeonato Mineiro
202,01/03/2006,12,FLUMINENSE,1,FRIBURGUENSE,4,,Sábado,Campeonatos Estaduais
202,01/03/2006,13,SANTOS,1,RIO BRANCO,0,,Sábado,Campeonatos Estaduais
202,01/03/2006,14,CORINTHIANS,4,SANTO ANDRE,1,,Sábado,Campeonatos Estaduais
203,06/03/2006,1,SANTOS,1,PALMEIRAS,0,,Domingo,Campeonato Paulista
203,06/03/2006,2,FLUMINENSE,2,VASCO DA GAMA,2,,Domingo,Campeonato Carioca
203,06/03/2006,3,VITORIA,2,JUAZEIRO,2,,Domingo,Campeonatos Estaduais
203,06/03/2006,4,CORINTHIANS,1,MARILIA,1,,Domingo,Campeonatos Estaduais
203,06/03/2006,5,AMERICA,2,FLAMENGO,2,,Domingo,Campeonatos Estaduais
203,06/03/2006,6,ITUIUTABA,1,CRUZEIRO,0,,Domingo,Campeonatos Estaduais
203,06/03/2006,7,JOINVILLE,2,AVAI,0,,Domingo,Campeonatos Estaduais
203,06/03/2006,8,CEARA,2,FERROVIARIO,1,,Domingo,Campeonatos Estaduais
203,06/03/2006,9,ITUMBIARA,0,ANAPOLINA,1,,Domingo,Campeonatos Estaduais
203,06/03/2006,10,MINEIROS,3,VILA NOVA,1,,Domingo,Campeonatos Estaduais
203,06/03/2006,11,AGUIA,1,PAYSANDU,1,,Domingo,Campeonatos Estaduais
203,06/03/2006,12,NOROESTE,2,GUARANI,1,,Domingo,Campeonatos Estaduais
203,06/03/2006,13,SAO BENTO,2,SAO PAULO,0,,Domingo,Campeonatos Estaduais
203,06/03/2006,14,AMERICANO,2,BOTAFOGO,2,,Domingo,Campeonatos Estaduais
204,13/03/2006,1,CORINTHIANS,1,SAO PAULO,2,,Domingo,Campeonato Paulista
204,13/03/2006,2,FLUMINENSE,2,BOTAFOGO,2,,Domingo,Campeonato Carioca
204,13/03/2006,3,GREMIO,2,JUVENTUDE,2,,Sábado,Campeonato Gaúcho
204,13/03/2006,4,CRUZEIRO,2,URT,0,,Domingo,Campeonatos Estaduais
204,13/03/2006,5,GUARANI,2,SANTOS,1,,Domingo,Campeonato Paulista
204,13/03/2006,6,CRAC,1,GOIAS,2,,Domingo,Campeonatos Estaduais
204,13/03/2006,7,VASCO DA GAMA,2,AMERICANO,2,,Domingo,Campeonatos Estaduais
204,13/03/2006,8,REMO,1,ANANINDEUA,0,,,Campeonatos Estaduais
204,13/03/2006,9,CAXIAS,0,INTERNACIONAL,3,,Domingo,Campeonato Gaúcho
204,13/03/2006,10,GAMA,1,CEILANDIA,0,,Domingo,Campeonatos Estaduais
204,13/03/2006,11,JOINVILLE,0,FIGUEIRENSE,2,,Domingo,Campeonatos Estaduais
204,13/03/2006,12,SPORT,1,NAUTICO,1,,Domingo,Campeonatos Estaduais
204,13/03/2006,13,PORTUGUESA,1,PALMEIRAS,2,,Sábado,Campeonatos Estaduais
204,13/03/2006,14,FLAMENGO,0,VOLTA REDONDA,0,,Sábado,Campeonato Carioca
205,20/03/2006,1,FLAMENGO,1,VASCO DA GAMA,2,,Domingo,Campeonato Carioca
205,20/03/2006,2,PALMEIRAS,4,PONTE PRETA,2,,Domingo,Campeonato Paulista
205,20/03/2006,3,FORTALEZA,4,CEARA,0,,Domingo,Campeonatos Estaduais
205,20/03/2006,4,INTERNACIONAL,1,NOVO HAMBURGO,0,,Sábado,Campeonatos Estaduais
205,20/03/2006,5,AMERICA,2,CORINTHIANS,1,,Domingo,Campeonatos Estaduais
205,20/03/2006,6,PORTUGUESA,0,BOTAFOGO,2,,Sábado,Campeonatos Estaduais
205,20/03/2006,7,COLO COLO,1,BAHIA,1,,Domingo,Copa Libertadores / Sul-Americana
205,20/03/2006,8,CEILANDIA,0,BRASILIENSE,1,,Domingo,Campeonatos Estaduais
205,20/03/2006,9,SANTA CRUZ,0,SPORT,1,,,Campeonatos Estaduais
205,20/03/2006,10,FIGUEIRENSE,4,AVAI,1,,Domingo,Campeonatos Estaduais
205,20/03/2006,11,SAO  CAETANO,2,GUARANI,0,,Sábado,Campeonatos Estaduais
205,20/03/2006,12,SANTOS,2,ITUANO,0,,Domingo,Campeonato Paulista
205,20/03/2006,13,VOLTA REDONDA,1,FLUMINENSE,2,,Domingo,Campeonato Carioca
205,20/03/2006,14,SAO PAULO,1,NOROESTE,1,,Sábado,Campeonatos Estaduais
206,27/03/2006,1,PALMEIRAS,1,CORINTHIANS,1,,Domingo,Campeonato Paulista
206,27/03/2006,2,CRUZEIRO,2,ATLETICO,0,,Domingo,Campeonato Mineiro
206,27/03/2006,3,VILA NOVA,0,GOIAS,0,,Domingo,Campeonatos Estaduais
206,27/03/2006,4,RIO BRANCO,2,SAO PAULO,4,,Domingo,Campeonatos Estaduais
206,27/03/2006,5,GREMIO,2,VERANOPOLIS,0,,Domingo,Campeonatos Estaduais
206,27/03/2006,6,GUARANI,2,SANTO ANDRE,2,,Sábado,Campeonatos Estaduais
206,27/03/2006,7,AMERICA,1,PONTE PRETA,2,,Domingo,Campeonatos Estaduais
206,27/03/2006,8,CONFIANCA,0,LAGARTENSE,0,,Domingo,Campeonatos Estaduais
206,27/03/2006,9,ATLETICO,5,ANAPOLINA,1,,Sábado,Campeonatos Estaduais
206,27/03/2006,10,IPATINGA,3,AMERICA,1,,Domingo,Campeonatos Estaduais
206,27/03/2006,11,JUVENTUDE,1,SANTA CRUZ,1,,Domingo,Campeonatos Estaduais
206,27/03/2006,12,BRASILIENSE,2,CEILANDIA,1,,Domingo,Campeonatos Estaduais
206,27/03/2006,13,MARILIA,2,SAO CAETANO,3,,Domingo,Campeonatos Estaduais
206,27/03/2006,14,JUVENTUS,1,SANTOS,2,,Sábado,Champions League / Europa League
207,03/04/2006,1,SAO PAULO,3,SANTOS,1,,Domingo,Campeonato Paulista
207,03/04/2006,2,PONTE PRETA,0,CORINTHIANS,1,,Domingo,Campeonato Paulista
207,03/04/2006,3,JUAZEIRO,0,VITORIA,0,,,Campeonatos Estaduais
207,03/04/2006,4,GAMA,0,BRASILIENSE,0,,Domingo,Campeonatos Estaduais
207,03/04/2006,5,NAUTICO,3,SANTA CRUZ,3,,Domingo,Campeonatos Estaduais
207,03/04/2006,6,CENTRAL,1,PORTO,0,,Domingo,Campeonatos Estaduais
207,03/04/2006,7,LAGARTENSE,0,ITABAIANA,0,,Sábado,Campeonatos Estaduais
207,03/04/2006,8,BAHIA,0,CAMACARI,0,,Domingo,Campeonatos Estaduais
207,03/04/2006,9,COLO COLO,0,FLUMINENSE,0,,,Copa Libertadores / Sul-Americana
207,03/04/2006,10,SAO BENTO,1,GUARANI,0,,Domingo,Campeonatos Estaduais
207,03/04/2006,11,PAULISTA,1,AMERICA,2,,Domingo,Campeonatos Estaduais
207,03/04/2006,12,PORTUGUESA,1,ITUANO,0,,Domingo,Campeonatos Estaduais
207,03/04/2006,13,SAO  CAETANO,1,SANTO ANDRE,2,,Domingo,Campeonatos Estaduais
207,03/04/2006,14,PALMEIRAS,0,RIO BRANCO,2,,Sábado,Campeonatos Estaduais
208,10/04/2006,1,INTERNACIONAL,1,GREMIO,1,,Domingo,Campeonato Gaúcho
208,10/04/2006,2,SANTOS,2,PORTUGUESA,0,,Domingo,Campeonatos Estaduais
208,10/04/2006,3,ITUANO,0,SAO PAULO,2,,Domingo,Campeonato Paulista
208,10/04/2006,4,ATLETICO,0,GOIAS,1,,Domingo,Campeonatos Estaduais
208,10/04/2006,5,BOTAFOGO,3,MADUREIRA,1,,Domingo,Campeonatos Estaduais
208,10/04/2006,6,AMERICA,0,SAO CAETANO,0,,Domingo,Campeonatos Estaduais
208,10/04/2006,7,MARILIA,2,SAO BENTO,1,,Domingo,Campeonatos Estaduais
208,10/04/2006,8,FIGUEIRENSE,3,JOINVILLE,0,,Domingo,Campeonatos Estaduais
208,10/04/2006,9,PARANA,1,ADAP,1,,Domingo,Campeonatos Estaduais
208,10/04/2006,10,FORTALEZA,0,CEARA,1,,Domingo,Campeonatos Estaduais
208,10/04/2006,11,SANTO ANDRE,1,PALMEIRAS,3,,Domingo,Campeonatos Estaduais
208,10/04/2006,12,JUVENTUS,3,NOROESTE,1,,Domingo,Champions League / Europa League
208,10/04/2006,13,BRAGANTINO,0,PONTE PRETA,1,,Domingo,Campeonato Paulista
208,10/04/2006,14,CORINTHIANS,2,PAULISTA,2,,Domingo,Campeonatos Estaduais
209,17/04/2006,1,SAO PAULO,1,FLAMENGO,0,,Domingo,Campeonatos Estaduais
209,17/04/2006,2,GREMIO,2,CORINTHIANS,0,,Domingo,Campeonatos Estaduais
209,17/04/2006,3,VASCO DA GAMA,1,INTERNACIONAL,1,,Sábado,Campeonatos Estaduais
209,17/04/2006,4,GOIAS,0,SANTOS,0,,Domingo,Campeonatos Estaduais
209,17/04/2006,5,ATHLETICO,1,FLUMINENSE,2,,Domingo,Campeonatos Estaduais
209,17/04/2006,6,SANTA CRUZ,0,FIGUEIRENSE,0,,Domingo,Campeonatos Estaduais
209,17/04/2006,7,JUVENTUDE,1,PARANA,0,,Sábado,Campeonatos Estaduais
209,17/04/2006,8,NAUTICO,3,BRASILIENSE,2,,Sábado,Campeonatos Estaduais
209,17/04/2006,9,AVAI,1,SPORT,2,,Sábado,Campeonatos Estaduais
209,17/04/2006,10,MARILIA,1,ATLETICO,1,,Sábado,Campeonatos Estaduais
209,17/04/2006,11,REMO,1,CORITIBA,2,,Sábado,Campeonatos Estaduais
209,17/04/2006,12,SAO  CAETANO,2,CRUZEIRO,1,,Domingo,Campeonatos Estaduais
209,17/04/2006,13,BOTAFOGO,1,FORTALEZA,0,,Domingo,Campeonatos Estaduais
209,17/04/2006,14,PALMEIRAS,2,PONTE PRETA,3,,Domingo,Campeonato Paulista
210,24/04/2006,1,CRUZEIRO,3,GREMIO,1,,Domingo,Campeonatos Estaduais
210,24/04/2006,2,SANTOS,2,ATHLETICO,0,,Domingo,Campeonatos Estaduais
210,24/04/2006,3,FORTALEZA,1,SAO PAULO,0,,Domingo,Campeonatos Estaduais
210,24/04/2006,4,CORINTHIANS,3,SAO CAETANO,0,,Sábado,Campeonatos Estaduais
210,24/04/2006,5,FLUMINENSE,1,GOIAS,0,,Sábado,Campeonatos Estaduais
210,24/04/2006,6,FIGUEIRENSE,6,PALMEIRAS,1,,Sábado,Campeonatos Estaduais
210,24/04/2006,7,INTERNACIONAL,1,SANTA CRUZ,0,,Domingo,Campeonatos Estaduais
210,24/04/2006,8,CORITIBA,1,GUARANI,1,,Sábado,Campeonatos Estaduais
210,24/04/2006,9,VILA NOVA,1,REMO,2,,Sábado,Campeonatos Estaduais
210,24/04/2006,10,BRASILIENSE,1,CEARA,1,,Sábado,Campeonatos Estaduais
210,24/04/2006,11,ATLETICO,3,NAUTICO,1,,Sábado,Campeonatos Estaduais
210,24/04/2006,12,PARANA,0,BOTAFOGO,0,,Domingo,Campeonatos Estaduais
210,24/04/2006,13,PONTE PRETA,1,VASCO DA GAMA,2,,Domingo,Campeonatos Estaduais
210,24/04/2006,14,FLAMENGO,3,JUVENTUDE,1,,Domingo,Campeonatos Estaduais
211,02/05/2006,1,PALMEIRAS,1,SANTOS,2,,Domingo,Campeonato Brasileiro - Série A
211,02/05/2006,2,VASCO DA GAMA,1,FLUMINENSE,1,,Domingo,Campeonato Brasileiro - Série A
211,02/05/2006,3,INTERNACIONAL,1,FLAMENGO,0,,Domingo,Campeonato Brasileiro - Série A
211,02/05/2006,4,PONTE PRETA,3,CORINTHIANS,2,,Domingo,Campeonato Brasileiro - Série A
211,02/05/2006,5,FIGUEIRENSE,0,CRUZEIRO,2,,Domingo,Campeonato Brasileiro - Série A
211,02/05/2006,6,FORTALEZA,2,SAO CAETANO,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
211,02/05/2006,7,JUVENTUDE,1,GOIAS,1,,Domingo,Campeonato Brasileiro (Série B/C/D)
211,02/05/2006,8,SAO RAIMUNDO,1,GUARANI,1,,Sábado,Campeonato Brasileiro - Série B/C
211,02/05/2006,9,CORITIBA,3,PORTUGUESA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
211,02/05/2006,10,MARILIA,0,AVAI,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
211,02/05/2006,11,ATLETICO,5,CRB,0,,Sábado,Campeonato Brasileiro - Série A
211,02/05/2006,12,PARANA,5,GREMIO,2,,Domingo,Campeonato Brasileiro - Série A
211,02/05/2006,13,BOTAFOGO,0,ATHLETICO,4,,Sábado,Campeonato Brasileiro - Série A
211,02/05/2006,14,SAO PAULO,4,SANTA CRUZ,0,,Sábado,Campeonato Brasileiro - Série A
212,08/05/2006,1,CORINTHIANS,1,SAO PAULO,3,,Domingo,Campeonato Brasileiro - Série A
212,08/05/2006,2,FLAMENGO,1,BOTAFOGO,0,,Domingo,Campeonato Brasileiro - Série A
212,08/05/2006,3,GREMIO,1,VASCO DA GAMA,2,,Domingo,Campeonato Brasileiro - Série A
212,08/05/2006,4,CRUZEIRO,2,JUVENTUDE,0,,Domingo,Campeonato Brasileiro - Série A
212,08/05/2006,5,SAO CAETANO,2,PALMEIRAS,0,,Domingo,Campeonato Brasileiro - Série A
212,08/05/2006,6,GOIAS,2,FIGUEIRENSE,1,,Domingo,Campeonato Brasileiro (Série B/C/D)
212,08/05/2006,7,SANTA CRUZ,1,PONTE PRETA,1,,Sábado,Campeonato Brasileiro - Série B/C
212,08/05/2006,8,PAULISTA,1,ATLETICO,1,,Sábado,Campeonato Brasileiro - Série A
212,08/05/2006,9,PAYSANDU,1,SAO RAIMUNDO,0,,Sábado,Campeonato Brasileiro - Série B/C
212,08/05/2006,10,GUARANI,2,NAUTICO,2,,Sábado,Campeonato Brasileiro - Série B
212,08/05/2006,11,BRASILIENSE,4,CORITIBA,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
212,08/05/2006,12,SANTOS,2,FORTALEZA,0,,Sábado,Campeonato Brasileiro - Série A
212,08/05/2006,13,FLUMINENSE,2,PARANA,1,,Sábado,Campeonato Brasileiro - Série A
212,08/05/2006,14,ATHLETICO,1,INTERNACIONAL,2,,Domingo,Campeonato Brasileiro - Série A
213,15/05/2006,1,INTERNACIONAL,3,SAO PAULO,1,,Domingo,Campeonato Brasileiro - Série A
213,15/05/2006,2,PALMEIRAS,1,CRUZEIRO,1,,Domingo,Campeonato Brasileiro - Série A
213,15/05/2006,3,BOTAFOGO,2,GREMIO,2,,Sábado,Campeonato Brasileiro - Série A
213,15/05/2006,4,PARANA,1,CORINTHIANS,2,,Domingo,Campeonato Brasileiro - Série A
213,15/05/2006,5,GOIAS,2,VASCO DA GAMA,0,,Domingo,Campeonato Brasileiro (Série B/C/D)
213,15/05/2006,6,SANTA CRUZ,1,ATHLETICO,2,,Domingo,Campeonato Brasileiro - Série A
213,15/05/2006,7,SAO CAETANO,0,JUVENTUDE,2,,Sábado,Campeonato Brasileiro (Série B/C/D)
213,15/05/2006,8,GAMA,1,PORTUGUESA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
213,15/05/2006,9,CORITIBA,1,SPORT,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
213,15/05/2006,10,ITUANO,3,BRASILIENSE,2,,Sábado,Campeonato Brasileiro - Série B/C
213,15/05/2006,11,ATLETICO,3,REMO,1,,Sábado,Campeonato Brasileiro - Série A
213,15/05/2006,12,FIGUEIRENSE,1,FLUMINENSE,0,,Domingo,Campeonato Brasileiro - Série A
213,15/05/2006,13,SANTOS,3,PONTE PRETA,1,,Sábado,Campeonato Brasileiro - Série A
213,15/05/2006,14,FLAMENGO,0,FORTALEZA,0,,Domingo,Campeonato Brasileiro - Série A
214,22/05/2006,1,VASCO DA GAMA,2,CORINTHIANS,4,,Domingo,Campeonato Brasileiro - Série A
214,22/05/2006,2,CRUZEIRO,2,FLAMENGO,1,,Domingo,Campeonato Brasileiro - Série A
214,22/05/2006,3,FLUMINENSE,1,SANTOS,0,,Domingo,Campeonato Brasileiro - Série A
214,22/05/2006,4,ATHLETICO,2,GOIAS,3,,Sábado,Campeonato Brasileiro - Série A
214,22/05/2006,5,SAO PAULO,1,SAO CAETANO,0,,Sábado,Campeonato Brasileiro - Série A
214,22/05/2006,6,INTERNACIONAL,2,FIGUEIRENSE,4,,Sábado,Campeonato Brasileiro - Série A
214,22/05/2006,7,FORTALEZA,1,PARANA,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
214,22/05/2006,8,NAUTICO,2,CEARA,1,,Sábado,Campeonato Brasileiro - Série B/C
214,22/05/2006,9,SANTO ANDRE,0,PORTUGUESA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
214,22/05/2006,10,AMERICA,2,SPORT,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
214,22/05/2006,11,SAO RAIMUNDO,1,CORITIBA,2,,Sábado,Campeonato Brasileiro (Série B/C/D)
214,22/05/2006,12,PONTE PRETA,1,GREMIO,1,,Domingo,Campeonato Brasileiro - Série A
214,22/05/2006,13,JUVENTUDE,1,BOTAFOGO,0,,Domingo,Campeonato Brasileiro - Série A
214,22/05/2006,14,PALMEIRAS,2,SANTA CRUZ,1,,Domingo,Campeonato Brasileiro - Série A
