Concurso,Data,Jogo_Num,Mandante,Gols_Mandante,Visitante,Gols_Visitante,Campeonato,Dia_Semana,Torneio_Exato
310,28/04/2008,2,ATLETICO,0,CRUZEIRO,5,,Domingo,Campeonato Mineiro
310,28/04/2008,3,PONTE PRETA,0,PALMEIRAS,1,,Domingo,Campeonato Paulista
310,28/04/2008,4,CORITIBA,2,ATHLETICO,0,,Domingo,Campeonatos Estaduais
310,28/04/2008,5,JUVENTUDE,1,INTERNACIONAL,0,,Domingo,Campeonato Gaúcho
310,28/04/2008,6,HORIZONTE,1,FORTALEZA,0,,Domingo,Campeonatos Estaduais
310,28/04/2008,7,ITABAIANA,1,SERGIPE,2,,Domingo,Campeonatos Estaduais
310,28/04/2008,8,AGUIA,0,PAYSANDU,2,,Sábado,Campeonatos Estaduais
310,28/04/2008,9,SOUSA,0,BOTAFOGO,1,,Domingo,Campeonatos Estaduais
310,28/04/2008,10,INTERPORTO,1,PALMAS,2,,Sábado,Campeonatos Estaduais
310,28/04/2008,11,NOROESTE,1,BARUERI,2,,Sábado,Campeonatos Estaduais
310,28/04/2008,12,ITUMBIARA,1,GOIAS,0,,Domingo,Campeonatos Estaduais
310,28/04/2008,13,FIGUEIRENSE,1,CRICIUMA,0,,Domingo,Campeonatos Estaduais
310,28/04/2008,14,BAHIA,0,VITORIA,3,,Domingo,Campeonatos Estaduais
311,05/05/2008,1,CRUZEIRO,1,ATLETICO,0,,Domingo,Campeonato Brasileiro - Série A
311,05/05/2008,2,PALMEIRAS,5,PONTE PRETA,0,,Domingo,Campeonato Brasileiro - Série A
311,05/05/2008,3,CRICIUMA,3,FIGUEIRENSE,1,,Domingo,Campeonato Brasileiro - Série B/C
311,05/05/2008,4,INTERNACIONAL,8,JUVENTUDE,1,,Domingo,Campeonato Brasileiro - Série A
311,05/05/2008,5,BOTAFOGO,1,FLAMENGO,3,,Domingo,Campeonato Brasileiro - Série A
311,05/05/2008,6,BARUERI,4,NOROESTE,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
311,05/05/2008,7,SANTO ANDRE,1,UNIAO SAO JOAO,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
311,05/05/2008,8,CASTANHAL,2,REMO,5,,Sábado,Campeonato Brasileiro - Série B/C
311,05/05/2008,9,SAO RAIMUNDO,3,TUNA LUSO,2,,Sábado,Campeonato Brasileiro (Série B/C/D)
311,05/05/2008,10,BAHIA,5,VITORIA CONQUISTA,0,,Domingo,Campeonato Brasileiro (Série B/C/D)
311,05/05/2008,11,VITORIA,5,ITABUNA,1,,Domingo,Campeonato Brasileiro (Série B/C/D)
311,05/05/2008,12,CONFIANCA,2,SERGIPE,4,,Domingo,Campeonato Brasileiro - Série B/C
311,05/05/2008,13,GOIAS,0,ITUMBIARA,3,,Domingo,Campeonato Brasileiro (Série B/C/D)
311,05/05/2008,14,ATHLETICO,2,CORITIBA,1,,Domingo,Campeonato Brasileiro - Série A
312,12/05/2008,1,SAO PAULO,0,GREMIO,1,,Sábado,Campeonato Brasileiro - Série A
312,12/05/2008,2,FLAMENGO,3,SANTOS,1,,Domingo,Campeonato Brasileiro - Série A
312,12/05/2008,3,ATLETICO,0,FLUMINENSE,0,,Domingo,Campeonato Brasileiro - Série A
312,12/05/2008,4,CORINTHIANS,3,CRB,2,,Sábado,Campeonato Brasileiro - Série A
312,12/05/2008,5,REMO,2,PAYSANDU,0,,Domingo,Campeonato Brasileiro - Série B
312,12/05/2008,6,NAUTICO,2,GOIAS,1,,Sábado,Campeonato Brasileiro - Série B/C
312,12/05/2008,7,BAHIA,1,FORTALEZA,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
312,12/05/2008,8,A B C,3,VILA NOVA,2,,Sábado,Campeonato Brasileiro - Série B/C
312,12/05/2008,9,IPATINGA,0,ATHLETICO,1,,Domingo,Campeonato Brasileiro - Série A
312,12/05/2008,10,PORTUGUESA,5,FIGUEIRENSE,5,,Domingo,Campeonato Brasileiro (Série B/C/D)
312,12/05/2008,11,CORITIBA,2,PALMEIRAS,0,,Domingo,Campeonato Brasileiro - Série A
312,12/05/2008,12,VITORIA,0,CRUZEIRO,2,,Sábado,Campeonato Brasileiro - Série A
312,12/05/2008,13,BOTAFOGO,2,SPORT,0,,Domingo,Campeonato Brasileiro - Série A
312,12/05/2008,14,INTERNACIONAL,1,VASCO DA GAMA,0,,Domingo,Campeonato Brasileiro - Série A
313,19/05/2008,1,PALMEIRAS,2,INTERNACIONAL,1,,Domingo,Campeonato Brasileiro - Série A
313,19/05/2008,2,GREMIO,0,FLAMENGO,0,,Domingo,Campeonato Brasileiro - Série A
313,19/05/2008,3,CRUZEIRO,1,BOTAFOGO,0,,Sábado,Campeonato Brasileiro - Série A
313,19/05/2008,4,GOIAS,1,ATLETICO,1,,Domingo,Campeonato Brasileiro - Série A
313,19/05/2008,5,GAMA,1,CORINTHIANS,3,,Sábado,Campeonato Brasileiro - Série A
313,19/05/2008,6,FLUMINENSE,0,NAUTICO,2,,Domingo,Campeonato Brasileiro - Série A
313,19/05/2008,7,AMERICA,0,BAHIA,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
313,19/05/2008,8,FORTALEZA,4,PARANA,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
313,19/05/2008,9,CRB,1,SAO CAETANO,1,,Sábado,Campeonato Brasileiro - Série B/C
313,19/05/2008,10,FIGUEIRENSE,2,CORITIBA,1,,Domingo,Campeonato Brasileiro (Série B/C/D)
313,19/05/2008,11,SPORT,0,VITORIA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
313,19/05/2008,12,VASCO DA GAMA,3,PORTUGUESA,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
313,19/05/2008,13,SANTOS,4,IPATINGA,0,,Domingo,Campeonato Brasileiro - Série A
313,19/05/2008,14,ATHLETICO,1,SAO PAULO,1,,Domingo,Campeonato Brasileiro - Série A
314,26/05/2008,1,FLAMENGO,2,INTERNACIONAL,1,,Sábado,Campeonato Brasileiro - Série A
314,26/05/2008,2,CRUZEIRO,4,SANTOS,0,,Domingo,Campeonato Brasileiro - Série A
314,26/05/2008,3,BOTAFOGO,1,VASCO DA GAMA,1,,Domingo,Campeonato Brasileiro - Série A
314,26/05/2008,4,SANTO ANDRE,2,BAHIA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
314,26/05/2008,5,A B C,0,CORINTHIANS,1,,Sábado,Campeonato Brasileiro - Série A
314,26/05/2008,6,VITORIA,4,FIGUEIRENSE,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
314,26/05/2008,7,GOIAS,1,IPATINGA,1,,Domingo,Campeonato Brasileiro (Série B/C/D)
314,26/05/2008,8,BARUERI,2,AVAI,2,,Sábado,Campeonato Brasileiro (Série B/C/D)
314,26/05/2008,9,PONTE PRETA,3,CEARA,2,,Sábado,Campeonato Brasileiro - Série B/C
314,26/05/2008,10,SPORT,2,FLUMINENSE,1,,Domingo,Campeonato Brasileiro - Série A
314,26/05/2008,11,PORTUGUESA,1,PALMEIRAS,1,,Domingo,Campeonato Brasileiro - Série A
314,26/05/2008,12,ATHLETICO,1,ATLETICO,1,,Domingo,Campeonato Brasileiro - Série A
314,26/05/2008,13,SAO PAULO,1,CORITIBA,1,,Domingo,Campeonato Brasileiro - Série A
314,26/05/2008,14,GREMIO,2,NAUTICO,0,,Sábado,Campeonato Brasileiro - Série A
315,02/06/2008,1,SANTOS,0,SAO PAULO,0,,Domingo,Campeonato Brasileiro - Série A
315,02/06/2008,2,FLUMINENSE,0,FLAMENGO,1,,Domingo,Campeonato Brasileiro - Série A
315,02/06/2008,3,FIGUEIRENSE,0,GOIAS,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
315,02/06/2008,4,BAHIA,0,BARUERI,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
315,02/06/2008,5,CORINTHIANS,2,FORTALEZA,0,,Sábado,Campeonato Brasileiro - Série A
315,02/06/2008,6,GAMA,0,A B C,2,,Sábado,Campeonato Brasileiro (Série B/C/D)
315,02/06/2008,7,REMO,2,TUNA LUSO,2,,Domingo,Campeonato Brasileiro - Série B/C
315,02/06/2008,8,IPATINGA,2,VITORIA,0,,Domingo,Campeonato Brasileiro (Série B/C/D)
315,02/06/2008,9,CORITIBA,1,CRUZEIRO,1,,Domingo,Campeonato Brasileiro - Série A
315,02/06/2008,10,VASCO DA GAMA,2,GREMIO,1,,Sábado,Campeonato Brasileiro - Série A
315,02/06/2008,11,NAUTICO,3,BOTAFOGO,0,,Domingo,Campeonato Brasileiro - Série A
315,02/06/2008,12,ATLETICO,2,PORTUGUESA,0,,Domingo,Campeonato Brasileiro - Série A
315,02/06/2008,13,INTERNACIONAL,1,SPORT,1,,Sábado,Campeonato Brasileiro - Série A
315,02/06/2008,14,PALMEIRAS,1,ATHLETICO,0,,Domingo,Campeonato Brasileiro - Série A
316,09/06/2008,1,CRUZEIRO,1,VASCO DA GAMA,0,,Domingo,Campeonato Brasileiro - Série A
316,09/06/2008,2,SAO PAULO,5,ATLETICO,1,,Sábado,Campeonato Brasileiro - Série A
316,09/06/2008,3,FLAMENGO,5,FIGUEIRENSE,0,,Sábado,Campeonato Brasileiro - Série A
316,09/06/2008,4,CRICIUMA,1,BAHIA,2,,Sábado,Campeonato Brasileiro - Série B/C
316,09/06/2008,5,PARANA,2,CEARA,2,,Sábado,Campeonato Brasileiro (Série B/C/D)
316,09/06/2008,6,BARUERI,1,CORINTHIANS,4,,Sábado,Campeonato Brasileiro - Série A
316,09/06/2008,7,VILA NOVA,3,AMERICA,2,,Sábado,Campeonato Brasileiro - Série B/C
316,09/06/2008,8,TUNA LUSO,1,PAYSANDU,5,,Domingo,Campeonato Brasileiro - Série B/C
316,09/06/2008,9,ATHLETICO,5,GOIAS,0,,Domingo,Campeonato Brasileiro - Série A
316,09/06/2008,10,VITORIA,1,SANTOS,0,,Domingo,Campeonato Brasileiro - Série A
316,09/06/2008,11,BOTAFOGO,2,CORITIBA,1,,Domingo,Campeonato Brasileiro - Série A
316,09/06/2008,12,PORTUGUESA,3,INTERNACIONAL,1,,Domingo,Campeonato Brasileiro - Série A
316,09/06/2008,13,SPORT,2,PALMEIRAS,0,,Domingo,Campeonato Brasileiro - Série A
316,09/06/2008,14,GREMIO,2,FLUMINENSE,1,,Domingo,Campeonato Brasileiro - Série A
317,16/06/2008,1,PARAGUAI,2,BRASIL,0,,Domingo,Seleções (Copa/Eliminatórias/Amistosos)
317,16/06/2008,2,FIGUEIRENSE,3,SPORT,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
317,16/06/2008,3,INTERNACIONAL,2,BOTAFOGO,1,,Sábado,Campeonato Brasileiro - Série A
317,16/06/2008,4,CORINTHIANS,4,BRASILIENSE,1,,Sábado,Campeonato Brasileiro - Série A
317,16/06/2008,5,BAHIA,0,PARANA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
317,16/06/2008,6,SAO CAETANO,2,BRAGANTINO,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
317,16/06/2008,7,A B C,0,CRICIUMA,0,,Sábado,Campeonato Brasileiro - Série B/C
317,16/06/2008,8,GURUPI,1,PALMAS,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
317,16/06/2008,9,ITABAIANA,0,SERGIPE,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
317,16/06/2008,10,NAUTICO,1,VASCO DA GAMA,1,,Sábado,Campeonato Brasileiro - Série B/C
317,16/06/2008,11,GOIAS,0,GREMIO,3,,Sábado,Campeonato Brasileiro - Série A
317,16/06/2008,12,CORITIBA,0,VITORIA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
317,16/06/2008,13,PORTUGUESA,1,ATHLETICO,0,,Sábado,Campeonato Brasileiro - Série A
317,16/06/2008,14,FLAMENGO,2,SAO PAULO,4,,Sábado,Campeonato Brasileiro - Série A
318,23/06/2008,1,VASCO DA GAMA,0,PALMEIRAS,2,,Domingo,Campeonato Brasileiro - Série A
318,23/06/2008,2,CRUZEIRO,3,FIGUEIRENSE,0,,Sábado,Campeonato Brasileiro - Série A
318,23/06/2008,3,VITORIA,2,INTERNACIONAL,1,,Domingo,Campeonato Brasileiro - Série A
318,23/06/2008,4,GAMA,1,BRASILIENSE,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
318,23/06/2008,5,PONTE PRETA,1,CORINTHIANS,1,,Sábado,Campeonato Brasileiro - Série A
318,23/06/2008,6,VILA NOVA,1,JUVENTUDE,1,,Sábado,Campeonato Brasileiro - Série B/C
318,23/06/2008,7,AMERICA,1,AVAI,5,,Sábado,Campeonato Brasileiro (Série B/C/D)
318,23/06/2008,8,CORITIBA,2,FLUMINENSE,1,,Sábado,Campeonato Brasileiro - Série A
318,23/06/2008,9,BOTAFOGO,0,PORTUGUESA,1,,Sábado,Campeonato Brasileiro - Série A
318,23/06/2008,10,NAUTICO,2,ATLETICO,1,,Domingo,Campeonato Brasileiro - Série A
318,23/06/2008,11,SANTOS,0,GOIAS,4,,Domingo,Campeonato Brasileiro - Série A
318,23/06/2008,12,IPATINGA,1,FLAMENGO,3,,Domingo,Campeonato Brasileiro - Série A
318,23/06/2008,13,GREMIO,3,ATHLETICO,0,,Domingo,Campeonato Brasileiro - Série A
318,23/06/2008,14,SAO PAULO,1,SPORT,0,,Sábado,Campeonato Brasileiro - Série A
319,30/06/2008,1,GREMIO,1,INTERNACIONAL,1,,Domingo,Campeonato Brasileiro - Série A
319,30/06/2008,2,SPORT,1,FLAMENGO,2,,Domingo,Campeonato Brasileiro - Série A
319,30/06/2008,3,CRUZEIRO,1,SAO PAULO,1,,Domingo,Campeonato Brasileiro - Série A
319,30/06/2008,4,BRASILIENSE,0,BARUERI,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
319,30/06/2008,5,FORTALEZA,2,A B C,3,,Sábado,Campeonato Brasileiro (Série B/C/D)
319,30/06/2008,6,CRB,2,MARILIA,2,,Sábado,Campeonato Brasileiro - Série B/C
319,30/06/2008,7,SAO CAETANO,3,GAMA,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
319,30/06/2008,8,VITORIA,3,GOIAS,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
319,30/06/2008,9,PALMEIRAS,2,NAUTICO,0,,Domingo,Campeonato Brasileiro - Série A
319,30/06/2008,10,VASCO DA GAMA,4,IPATINGA,2,,Sábado,Campeonato Brasileiro (Série B/C/D)
319,30/06/2008,11,FIGUEIRENSE,1,ATLETICO,1,,Domingo,Campeonato Brasileiro - Série A
319,30/06/2008,12,ATHLETICO,1,CORITIBA,1,,Domingo,Campeonato Brasileiro - Série A
319,30/06/2008,13,PORTUGUESA,0,SANTOS,0,,Sábado,Campeonato Brasileiro - Série A
319,30/06/2008,14,FLUMINENSE,0,BOTAFOGO,0,,Domingo,Campeonato Brasileiro - Série A
320,07/07/2008,1,BOTAFOGO,2,GREMIO,0,,Domingo,Campeonato Brasileiro - Série A
320,07/07/2008,2,SAO PAULO,1,IPATINGA,1,,Domingo,Campeonato Brasileiro - Série A
320,07/07/2008,3,GOIAS,1,FLUMINENSE,0,,Domingo,Campeonato Brasileiro - Série A
320,07/07/2008,4,CORINTHIANS,1,SAO CAETANO,0,,Sábado,Campeonato Brasileiro - Série A
320,07/07/2008,5,A B C,3,CEARA,3,,Sábado,Campeonato Brasileiro (Série B/C/D)
320,07/07/2008,6,BARUERI,2,BRAGANTINO,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
320,07/07/2008,7,MARILIA,2,GAMA,2,,Sábado,Campeonato Brasileiro (Série B/C/D)
320,07/07/2008,8,PORTUGUESA,1,VITORIA,2,,Domingo,Campeonato Brasileiro (Série B/C/D)
320,07/07/2008,9,SPORT,1,CRUZEIRO,0,,Sábado,Campeonato Brasileiro - Série A
320,07/07/2008,10,FIGUEIRENSE,2,VASCO DA GAMA,1,,Domingo,Campeonato Brasileiro (Série B/C/D)
320,07/07/2008,11,ATHLETICO,1,SANTOS,0,,Sábado,Campeonato Brasileiro - Série A
320,07/07/2008,12,FLAMENGO,3,NAUTICO,0,,Sábado,Campeonato Brasileiro - Série A
320,07/07/2008,13,INTERNACIONAL,3,CORITIBA,0,,Domingo,Campeonato Brasileiro - Série A
320,07/07/2008,14,ATLETICO,1,PALMEIRAS,1,,Domingo,Campeonato Brasileiro - Série A
321,14/07/2008,1,FLAMENGO,3,VASCO DA GAMA,1,,Domingo,Campeonato Brasileiro - Série A
321,14/07/2008,2,CRUZEIRO,2,ATLETICO,1,,Domingo,Campeonato Brasileiro - Série A
321,14/07/2008,3,SAO PAULO,2,PALMEIRAS,1,,Domingo,Campeonato Brasileiro - Série A
321,14/07/2008,4,CEARA,1,FORTALEZA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
321,14/07/2008,5,CRICIUMA,1,AVAI,1,,Sábado,Campeonato Brasileiro - Série B/C
321,14/07/2008,6,SANTO ANDRE,1,CORINTHIANS,1,,Sábado,Campeonato Brasileiro - Série A
321,14/07/2008,7,PARANA,1,JUVENTUDE,2,,Sábado,Campeonato Brasileiro (Série B/C/D)
321,14/07/2008,8,GOIAS,2,CORITIBA,2,,Sábado,Campeonato Brasileiro (Série B/C/D)
321,14/07/2008,9,A B C,0,AMERICA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
321,14/07/2008,10,NAUTICO,0,SPORT,2,,Domingo,Campeonato Brasileiro - Série B/C
321,14/07/2008,11,GREMIO,2,PORTUGUESA,1,,Domingo,Campeonato Brasileiro - Série A
321,14/07/2008,12,FLUMINENSE,2,VITORIA,1,,Sábado,Campeonato Brasileiro - Série A
321,14/07/2008,13,ATHLETICO,1,INTERNACIONAL,1,,Domingo,Campeonato Brasileiro - Série A
321,14/07/2008,14,SANTOS,2,BOTAFOGO,2,,Domingo,Campeonato Brasileiro - Série A
322,21/07/2008,1,SAO PAULO,2,BOTAFOGO,1,,Domingo,Campeonato Brasileiro - Série A
322,21/07/2008,2,GOIAS,3,PALMEIRAS,2,,Domingo,Campeonato Brasileiro - Série A
322,21/07/2008,3,FLAMENGO,0,VITORIA,1,,Domingo,Campeonato Brasileiro - Série A
322,21/07/2008,4,PAYSANDU,2,PALMAS,1,,Domingo,Campeonato Brasileiro - Série B/C
322,21/07/2008,5,FORTALEZA,0,PONTE PRETA,3,,Sábado,Campeonato Brasileiro - Série B/C
322,21/07/2008,6,CORINTHIANS,0,BAHIA,1,,Sábado,Campeonato Brasileiro - Série A
322,21/07/2008,7,JUVENTUDE,4,CRB,0,,Sábado,Campeonato Brasileiro - Série B/C
322,21/07/2008,8,ATLETICO,3,OPERARIO,0,,Domingo,Campeonato Brasileiro - Série A
322,21/07/2008,9,FLUMINENSE,1,FIGUEIRENSE,0,,Sábado,Campeonato Brasileiro - Série A
322,21/07/2008,10,ATHLETICO,3,VASCO DA GAMA,1,,Domingo,Campeonato Brasileiro - Série A
322,21/07/2008,11,NAUTICO,1,INTERNACIONAL,1,,Domingo,Campeonato Brasileiro - Série A
322,21/07/2008,12,ATLETICO,3,CORITIBA,2,,Domingo,Campeonato Brasileiro - Série A
322,21/07/2008,13,SANTOS,1,SPORT,0,,Domingo,Campeonato Brasileiro - Série A
322,21/07/2008,14,GREMIO,1,CRUZEIRO,0,,Sábado,Campeonato Brasileiro - Série A
323,28/07/2008,1,FLAMENGO,0,BOTAFOGO,0,,Domingo,Campeonato Brasileiro - Série A
323,28/07/2008,2,SANTOS,5,VASCO DA GAMA,2,,Domingo,Campeonato Brasileiro - Série A
323,28/07/2008,3,FLUMINENSE,1,CRUZEIRO,3,,Sábado,Campeonato Brasileiro - Série A
323,28/07/2008,4,MIXTO,1,OPERARIO,1,,Domingo,Campeonato Brasileiro - Série B/C
323,28/07/2008,5,CRB,1,AMERICA,1,,Sábado,Campeonato Brasileiro - Série B/C
323,28/07/2008,6,PARANA,0,CORINTHIANS,2,,Sábado,Campeonato Brasileiro - Série A
323,28/07/2008,7,GAMA,2,VILA NOVA,2,,Sábado,Campeonato Brasileiro - Série B/C
323,28/07/2008,8,MADUREIRA,2,GUARANI,1,,Domingo,Campeonato Brasileiro - Série B/C
323,28/07/2008,9,GOIAS,1,SPORT,2,,Domingo,Campeonato Brasileiro (Série B/C/D)
323,28/07/2008,10,ATHLETICO,0,FIGUEIRENSE,0,,Domingo,Campeonato Brasileiro - Série A
323,28/07/2008,11,IPATINGA,1,INTERNACIONAL,0,,Sábado,Campeonato Brasileiro - Série A
323,28/07/2008,12,SAO PAULO,3,PORTUGUESA,1,,Domingo,Campeonato Brasileiro - Série A
323,28/07/2008,13,ATLETICO,2,VITORIA,1,,Domingo,Campeonato Brasileiro - Série A
323,28/07/2008,14,GREMIO,1,PALMEIRAS,1,,Domingo,Campeonato Brasileiro - Série A
324,04/08/2008,1,FLAMENGO,1,CRUZEIRO,2,,Domingo,Campeonato Brasileiro - Série A
324,04/08/2008,2,IPATINGA,1,PALMEIRAS,2,,Domingo,Campeonato Brasileiro - Série A
324,04/08/2008,3,SANTOS,1,CORITIBA,3,,Domingo,Campeonato Brasileiro - Série A
324,04/08/2008,4,FLUMINENSE,1,INTERNACIONAL,2,,Sábado,Campeonato Brasileiro - Série A
324,04/08/2008,5,BRASILIENSE,2,BAHIA,3,,Sábado,Campeonato Brasileiro (Série B/C/D)
324,04/08/2008,6,SAO  CAETANO,3,PARANA,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
324,04/08/2008,7,AVAI,5,CRB,1,,Sábado,Campeonato Brasileiro - Série B/C
324,04/08/2008,8,CORINTHIANS,0,CRICIUMA,0,,Sábado,Campeonato Brasileiro - Série A
324,04/08/2008,9,ATHLETICO,0,BOTAFOGO,3,,Domingo,Campeonato Brasileiro - Série A
324,04/08/2008,10,GOIAS,4,PORTUGUESA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
324,04/08/2008,11,NAUTICO,1,FIGUEIRENSE,2,,Sábado,Campeonato Brasileiro - Série B/C
324,04/08/2008,12,GREMIO,2,VITORIA,0,,Domingo,Campeonato Brasileiro - Série A
324,04/08/2008,13,ATLETICO,2,SPORT,1,,Domingo,Campeonato Brasileiro - Série A
324,04/08/2008,14,SAO PAULO,4,VASCO DA GAMA,0,,Domingo,Campeonato Brasileiro - Série A
325,11/08/2008,1,BOTAFOGO,1,PALMEIRAS,0,,Domingo,Campeonato Brasileiro - Série A
325,11/08/2008,2,ATLETICO,0,GREMIO,4,,Sábado,Campeonato Brasileiro - Série A
325,11/08/2008,3,NAUTICO,1,SANTOS,0,,Domingo,Campeonato Brasileiro - Série A
325,11/08/2008,4,VILA NOVA,2,CORINTHIANS,1,,Sábado,Campeonato Brasileiro - Série A
325,11/08/2008,5,PAYSANDU,2,SAMPAIO CORREA,0,,Domingo,Campeonato Brasileiro - Série B
325,11/08/2008,6,CRB,1,BAHIA,2,,Sábado,Campeonato Brasileiro - Série B/C
325,11/08/2008,7,FORTALEZA,2,BARUERI,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
325,11/08/2008,8,CONFIANCA,0,SERGIPE,0,,,Campeonato Brasileiro - Série B/C
325,11/08/2008,9,IPATINGA,2,FLUMINENSE,1,,Domingo,Campeonato Brasileiro - Série A
325,11/08/2008,10,CORITIBA,3,SPORT,0,,Domingo,Campeonato Brasileiro (Série B/C/D)
325,11/08/2008,11,PORTUGUESA,2,CRUZEIRO,1,,Domingo,Campeonato Brasileiro - Série A
325,11/08/2008,12,INTERNACIONAL,1,FIGUEIRENSE,1,,Domingo,Campeonato Brasileiro - Série A
325,11/08/2008,13,SAO PAULO,2,GOIAS,1,,Sábado,Campeonato Brasileiro - Série A
325,11/08/2008,14,FLAMENGO,1,ATHLETICO,0,,Sábado,Campeonato Brasileiro - Série A
326,18/08/2008,1,GREMIO,1,SAO PAULO,0,,Domingo,Campeonato Brasileiro - Série A
326,18/08/2008,2,SANTOS,2,FLAMENGO,2,,Domingo,Campeonato Brasileiro - Série A
326,18/08/2008,3,VASCO DA GAMA,4,INTERNACIONAL,0,,Domingo,Campeonato Brasileiro - Série A
326,18/08/2008,4,BRASILIENSE,0,FORTALEZA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
326,18/08/2008,5,CRICIUMA,0,PONTE PRETA,3,,Sábado,Campeonato Brasileiro - Série B
326,18/08/2008,6,BARUERI,4,JUVENTUDE,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
326,18/08/2008,7,A B C,1,CRB,0,,Sábado,Campeonato Brasileiro - Série B/C
326,18/08/2008,8,BRAGANTINO,2,VILA NOVA,1,,Sábado,Campeonato Brasileiro - Série B/C
326,18/08/2008,9,FIGUEIRENSE,2,PORTUGUESA,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
326,18/08/2008,10,GOIAS,3,NAUTICO,0,,Domingo,Campeonato Brasileiro - Série B/C
326,18/08/2008,11,SPORT,0,BOTAFOGO,1,,Domingo,Campeonato Brasileiro - Série A
326,18/08/2008,12,PALMEIRAS,1,CORITIBA,0,,Domingo,Campeonato Brasileiro - Série A
326,18/08/2008,13,FLUMINENSE,1,ATLETICO,0,,Domingo,Campeonato Brasileiro - Série A
326,18/08/2008,14,CRUZEIRO,2,VITORIA,1,,Sábado,Campeonato Brasileiro - Série A
327,25/08/2008,1,VASCO DA GAMA,1,BOTAFOGO,1,,Domingo,Campeonato Brasileiro - Série A
327,25/08/2008,2,SANTOS,2,CRUZEIRO,0,,Domingo,Campeonato Brasileiro - Série A
327,25/08/2008,3,NAUTICO,1,GREMIO,1,,Domingo,Campeonato Brasileiro - Série A
327,25/08/2008,4,CRB,1,CORINTHIANS,2,,Sábado,Campeonato Brasileiro - Série A
327,25/08/2008,5,FORTALEZA,5,BAHIA,1,,Sábado,Campeonato Brasileiro (Série B/C/D)
327,25/08/2008,6,JUVENTUDE,0,CEARA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
327,25/08/2008,7,AMERICA,1,CRICIUMA,0,,Sábado,Campeonato Brasileiro - Série B/C
327,25/08/2008,8,ATLETICO,1,ITUMBIARA,0,,,Campeonato Brasileiro - Série A
327,25/08/2008,9,FIGUEIRENSE,1,VITORIA,2,,Sábado,Campeonato Brasileiro (Série B/C/D)
327,25/08/2008,10,IPATINGA,1,GOIAS,0,,Domingo,Campeonato Brasileiro (Série B/C/D)
327,25/08/2008,11,FLUMINENSE,1,SPORT,1,,Sábado,Campeonato Brasileiro - Série A
327,25/08/2008,12,CORITIBA,2,SAO PAULO,2,,Domingo,Campeonato Brasileiro - Série A
327,25/08/2008,13,ATLETICO,4,ATHLETICO,0,,Domingo,Campeonato Brasileiro - Série A
327,25/08/2008,14,INTERNACIONAL,1,FLAMENGO,1,,Domingo,Campeonato Brasileiro - Série A
328,01/09/2008,1,FLAMENGO,2,FLUMINENSE,2,,Domingo,Campeonato Brasileiro - Série A
328,01/09/2008,2,SAO PAULO,0,SANTOS,0,,Domingo,Campeonato Brasileiro - Série A
328,01/09/2008,3,GREMIO,2,VASCO DA GAMA,1,,Domingo,Campeonato Brasileiro - Série A
328,01/09/2008,4,CEARA,2,PONTE PRETA,0,,Sábado,Campeonato Brasileiro - Série B/C
328,01/09/2008,5,AVAI,3,BARUERI,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
328,01/09/2008,6,GAMA,2,FORTALEZA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
328,01/09/2008,7,PARANA,1,MARILIA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
328,01/09/2008,8,VITORIA,0,IPATINGA,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
328,01/09/2008,9,GOIAS,2,FIGUEIRENSE,0,,Sábado,Campeonato Brasileiro (Série B/C/D)
