Concurso,Data,Jogo_Num,Mandante,Gols_Mandante,Visitante,Gols_Visitante,Campeonato,Dia_Semana
693,21/03/2016,2,ITUANO,1,SAO PAULO,1,,Domingo
693,21/03/2016,3,SANTA CRUZ,1,NAUTICO,1,,Domingo
693,21/03/2016,4,ATHLETICO,0,CORITIBA,2,,Domingo
693,21/03/2016,5,CRUZEIRO,3,VILLA NOVA,2,,Domingo
693,21/03/2016,6,TUPI,0,ATLETICO,3,,Domingo
693,21/03/2016,7,CHAPECOENSE,4,AVAI,0,,Domingo
693,21/03/2016,8,ANAPOLIS,1,GOIAS,3,,Domingo
693,21/03/2016,9,SANTA MARIA,0,GAMA,1,,Domingo
693,21/03/2016,10,FORTALEZA,2,GUARANY,0,,Sábado
693,21/03/2016,11,REMO,1,INDEPENDENTE,1,,Sábado
693,21/03/2016,12,SERGIPE,2,CONFIANCA,1,,Domingo
693,21/03/2016,13,BOAVISTA,0,VASCO DA GAMA,1,,Sábado
693,21/03/2016,14,CORINTHIANS,4,LINENSE,0,,Sábado
694,28/03/2016,1,ATLETICO,0,CRUZEIRO,1,,Domingo
694,28/03/2016,2,VASCO DA GAMA,1,BOTAFOGO,0,,Domingo
694,28/03/2016,3,CEARA,1,FORTALEZA,1,,Domingo
694,28/03/2016,4,ATLETICO,0,VILA NOVA,1,,Domingo
694,28/03/2016,5,CRICIUMA,0,FIGUEIRENSE,2,,Domingo
694,28/03/2016,6,GOIANESIA,4,ANAPOLINA,2,,Domingo
694,28/03/2016,7,ALECRIM,1,A B C,0,,Domingo
694,28/03/2016,8,FLUMINENSE,3,BOAVISTA,0,,Domingo
694,28/03/2016,9,TOLEDO,3,ATHLETICO,2,,Domingo
694,28/03/2016,10,MADUREIRA,2,BANGU,2,,Sábado
694,28/03/2016,11,AMERICA,1,UBERLANDIA,0,,Sábado
694,28/03/2016,12,AVAI,0,JOINVILLE,1,,Sábado
694,28/03/2016,13,INTERNACIONAL,4,NOVO HAMBURGO,2,,Sábado
694,28/03/2016,14,VOLTA REDONDA,1,FLAMENGO,0,,Sábado
695,04/04/2016,1,PALMEIRAS,1,CORINTHIANS,0,,Domingo
695,04/04/2016,2,BOTAFOGO,2,FLAMENGO,2,,Sábado
695,04/04/2016,3,GREMIO,2,JUVENTUDE,2,,Domingo
695,04/04/2016,4,PAYSANDU,1,REMO,1,,Domingo
695,04/04/2016,5,VILLA NOVA,2,ATLETICO,7,,Sábado
695,04/04/2016,6,CRUZEIRO,2,GUARANI,0,,Domingo
695,04/04/2016,7,FIGUEIRENSE,1,CHAPECOENSE,1,,Sábado
695,04/04/2016,8,GOIANESIA,1,ATLETICO,2,,Domingo
695,04/04/2016,9,GOIAS,2,ITUMBIARA,0,,Sábado
695,04/04/2016,10,BANGU,2,BOAVISTA,1,,Sábado
695,04/04/2016,11,SAO PAULO,2,OESTE,1,,Sábado
695,04/04/2016,12,ITUANO,0,MOGI MIRIM,1,,Domingo
695,04/04/2016,13,MADUREIRA,1,FLUMINENSE,3,,Sábado
695,04/04/2016,14,VASCO DA GAMA,1,VOLTA REDONDA,1,,Domingo
696,11/04/2016,1,FLAMENGO,3,BOAVISTA,0,,Sábado
696,11/04/2016,2,MOGI MIRIM,1,PALMEIRAS,2,,Domingo
696,11/04/2016,3,SANTA CRUZ,1,SPORT,1,,Domingo
696,11/04/2016,4,FIGUEIRENSE,1,AVAI,0,,Domingo
696,11/04/2016,5,BOA ESPORTE,2,CRUZEIRO,3,,Domingo
696,11/04/2016,6,AGUIA,2,PAYSANDU,2,,Domingo
696,11/04/2016,7,REMO,1,SAO RAIMUNDO,1,,Domingo
696,11/04/2016,8,ATLETICO,1,ANAPOLINA,0,,Domingo
696,11/04/2016,9,FORTALEZA,0,GUARANI,1,,Domingo
696,11/04/2016,10,ATLETICO,2,TRICORDIANO,4,,Domingo
696,11/04/2016,11,SAO BENTO,1,SAO PAULO,0,,Domingo
696,11/04/2016,12,VOLTA REDONDA,0,FLUMINENSE,2,,Domingo
696,11/04/2016,13,BOTAFOGO,1,BANGU,0,,Domingo
696,11/04/2016,14,VASCO DA GAMA,1,MADUREIRA,0,,Sábado
697,18/04/2016,1,FLUMINENSE,0,VASCO DA GAMA,1,,Domingo
697,18/04/2016,2,CHAPECOENSE,1,JOINVILLE,3,,Domingo
697,18/04/2016,3,CSA,2,CRB,1,,Domingo
697,18/04/2016,4,BANGU,0,FLAMENGO,3,,Domingo
697,18/04/2016,5,PALMAS,0,GURUPI,1,,Domingo
697,18/04/2016,6,CONFIANCA,2,BOCA JUNIOR,1,,Domingo
697,18/04/2016,7,ESTANCIANO,0,ITABAIANA,2,,Domingo
697,18/04/2016,8,MURICI,0,ASA,0,,Domingo
697,18/04/2016,9,METROPOLITANO,0,CRICIUMA,1,,
697,18/04/2016,10,INTERPORTO,2,ARAGUAINA,0,,Sábado
697,18/04/2016,11,ARIQUEMES,2,JI-PARANA,0,,Sábado
697,18/04/2016,12,BAHIA,0,SANTA CRUZ,1,,Domingo
697,18/04/2016,13,MADUREIRA,1,VOLTA REDONDA,1,,Domingo
697,18/04/2016,14,BOAVISTA,0,BOTAFOGO,1,,Domingo
698,25/04/2016,1,VASCO DA GAMA,2,FLAMENGO,0,,Domingo
698,25/04/2016,2,SANTOS,2,PALMEIRAS,2,,Domingo
698,25/04/2016,3,PARANA,1,ATHLETICO,0,,Domingo
698,25/04/2016,4,GREMIO,3,JUVENTUDE,1,,Domingo
698,25/04/2016,5,CRUZEIRO,0,AMERICA,0,,Domingo
698,25/04/2016,6,GOIAS,1,VILA NOVA,0,,Domingo
698,25/04/2016,7,NAUTICO,1,SANTA CRUZ,2,,Domingo
698,25/04/2016,8,FORTALEZA,4,GUARANY,4,,Domingo
698,25/04/2016,9,CRICIUMA,3,CHAPECOENSE,2,,Domingo
698,25/04/2016,10,SERGIPE,1,ESTANCIANO,2,,Domingo
698,25/04/2016,11,REMO,2,PAYSANDU,4,,Sábado
698,25/04/2016,12,SALGUEIRO,1,SPORT,0,,Domingo
698,25/04/2016,13,CORINTHIANS,2,AUDAX,2,,Sábado
698,25/04/2016,14,FLUMINENSE,0,BOTAFOGO,1,,Domingo
699,02/05/2016,1,BOTAFOGO,0,VASCO DA GAMA,1,,Domingo
699,02/05/2016,2,AUDAX,1,SANTOS,1,,Domingo
699,02/05/2016,3,AMERICA,2,ATLETICO,1,,Domingo
699,02/05/2016,4,JUVENTUDE,0,INTERNACIONAL,1,,Domingo
699,02/05/2016,5,CAMPINENSE,1,SANTA CRUZ,1,,Domingo
699,02/05/2016,6,UNICLINIC,1,FORTALEZA,4,,Domingo
699,02/05/2016,7,CRB,2,CSA,0,,Domingo
699,02/05/2016,8,VITORIA,2,BAHIA,0,,Domingo
699,02/05/2016,9,ESTANCIANO,1,CONFIANCA,3,,Sábado
699,02/05/2016,10,AMERICA,3,ABC,3,,Domingo
699,02/05/2016,11,PALMAS,1,TOCANTINOPOLIS,0,,Domingo
699,02/05/2016,12,JOINVILLE,0,CHAPECOENSE,1,,Domingo
699,02/05/2016,13,ANAPOLIS,0,GOIAS,0,,Domingo
699,02/05/2016,14,ATHLETICO,3,CORITIBA,0,,Domingo
700,09/05/2016,1,VASCO DA GAMA,1,BOTAFOGO,1,,Domingo
700,09/05/2016,2,INTERNACIONAL,3,JUVENTUDE,0,,Domingo
700,09/05/2016,3,BAHIA,1,VITORIA,0,,Domingo
700,09/05/2016,4,CORITIBA,0,ATHLETICO,2,,Domingo
700,09/05/2016,5,SPORT,0,SANTA CRUZ,0,,Domingo
700,09/05/2016,6,CSA,0,CRB,1,,Domingo
700,09/05/2016,7,PAYSANDU,2,SAO FRANCISCO,1,,Domingo
700,09/05/2016,8,ABC,4,AMERICA,0,,Domingo
700,09/05/2016,9,TOCANTINOPOLIS,2,GURUPI,1,,Sábado
700,09/05/2016,10,LUZIANIA,1,CEILANDIA,0,,Sábado
700,09/05/2016,11,CHAPECOENSE,1,JOINVILLE,1,,Domingo
700,09/05/2016,12,GOIAS,1,ANAPOLIS,1,,Domingo
700,09/05/2016,13,ATLETICO,1,AMERICA,1,,Domingo
700,09/05/2016,14,SANTOS,1,AUDAX,0,,Domingo
701,16/05/2016,1,CORINTHIANS,0,GREMIO,0,,Domingo
701,16/05/2016,2,BOTAFOGO,0,SAO PAULO,1,,Domingo
701,16/05/2016,3,CORITIBA,1,CRUZEIRO,0,,Sábado
701,16/05/2016,4,SAMPAIO CORREA,0,VASCO DA GAMA,4,,Sábado
701,16/05/2016,5,LONDRINA,0,CRB,1,,Sábado
701,16/05/2016,6,CEARA,2,PAYSANDU,2,,Sábado
701,16/05/2016,7,BAHIA,2,AVAI,1,,Sábado
701,16/05/2016,8,FIGUEIRENSE,0,PONTE PRETA,0,,Domingo
701,16/05/2016,9,AMERICA,0,FLUMINENSE,1,,Domingo
701,16/05/2016,10,SANTA CRUZ,4,VITORIA,1,,Domingo
701,16/05/2016,11,INTERNACIONAL,0,CHAPECOENSE,0,,Domingo
701,16/05/2016,12,PALMEIRAS,4,ATHLETICO,0,,Sábado
701,16/05/2016,13,FLAMENGO,1,SPORT,0,,Sábado
701,16/05/2016,14,ATLETICO,1,SANTOS,0,,Sábado
702,23/05/2016,1,GREMIO,1,FLAMENGO,0,,Domingo
702,23/05/2016,2,SAO PAULO,1,INTERNACIONAL,2,,Domingo
702,23/05/2016,3,ATHLETICO,1,ATLETICO,1,,Domingo
702,23/05/2016,4,VASCO DA GAMA,1,TUPI,0,,Sábado
702,23/05/2016,5,CRB,0,CEARA,3,,Sábado
702,23/05/2016,6,PARANA,0,BAHIA,0,,Sábado
702,23/05/2016,7,AMERICA,1,ABC,0,,Domingo
702,23/05/2016,8,FLUMINENSE,2,SANTA CRUZ,2,,Sábado
702,23/05/2016,9,CHAPECOENSE,3,AMERICA,1,,Domingo
702,23/05/2016,10,ASA,1,CONFIANCA,1,,Domingo
702,23/05/2016,11,SANTOS,2,CORITIBA,1,,Domingo
702,23/05/2016,12,PONTE PRETA,2,PALMEIRAS,1,,Sábado
702,23/05/2016,13,SPORT,1,BOTAFOGO,1,,Domingo
702,23/05/2016,14,VITORIA,3,CORINTHIANS,2,,Domingo
703,30/05/2016,1,SAO PAULO,1,PALMEIRAS,0,,Domingo
703,30/05/2016,2,FLUMINENSE,1,BOTAFOGO,0,,Domingo
703,30/05/2016,3,SANTOS,0,INTERNACIONAL,1,,Domingo
703,30/05/2016,4,ATLETICO,2,VILA NOVA,1,,Sábado
703,30/05/2016,5,VASCO DA GAMA,4,BAHIA,3,,Sábado
703,30/05/2016,6,AVAI,4,CEARA,2,,Sábado
703,30/05/2016,7,RIVER,2,AMERICA,3,,Domingo
703,30/05/2016,8,ATHLETICO,2,FIGUEIRENSE,1,,Sábado
703,30/05/2016,9,CHAPECOENSE,1,SANTA CRUZ,1,,Sábado
703,30/05/2016,10,GREMIO,2,CORITIBA,0,,Domingo
703,30/05/2016,11,CRUZEIRO,1,AMERICA,1,,Sábado
703,30/05/2016,12,PONTE PRETA,1,FLAMENGO,2,,Domingo
703,30/05/2016,13,CONFIANCA,0,FORTALEZA,2,,Domingo
703,30/05/2016,14,SPORT,0,CORINTHIANS,2,,Domingo
704,06/06/2016,1,BRASIL,0,EQUADOR,0,,Sábado
704,06/06/2016,2,SANTOS,3,BOTAFOGO,0,,Domingo
704,06/06/2016,3,VITORIA,1,INTERNACIONAL,0,,Domingo
704,06/06/2016,4,RIVER,1,REMO,2,,Domingo
704,06/06/2016,5,FLAMENGO,1,PALMEIRAS,2,,Domingo
704,06/06/2016,6,VASCO DA GAMA,1,GOIAS,0,,Sábado
704,06/06/2016,7,ATLETICO,1,BRAGANTINO,0,,Sábado
704,06/06/2016,8,CHAPECOENSE,0,FLUMINENSE,0,,Sábado
704,06/06/2016,9,SPORT,4,ATLETICO,4,,Domingo
704,06/06/2016,10,AMERICA,1,FIGUEIRENSE,0,,Domingo
704,06/06/2016,11,CORINTHIANS,2,CORITIBA,1,,Sábado
704,06/06/2016,12,GREMIO,1,PONTE PRETA,0,,Domingo
704,06/06/2016,13,BOTAFOGO,2,ABC,0,,Domingo
704,06/06/2016,14,CRUZEIRO,0,SAO PAULO,1,,Domingo
705,13/06/2016,1,PALMEIRAS,1,CORINTHIANS,0,,Domingo
705,13/06/2016,2,ATLETICO,2,CRUZEIRO,3,,Domingo
705,13/06/2016,3,FLUMINENSE,1,GREMIO,1,,Sábado
705,13/06/2016,4,AVAI,0,JOINVILLE,1,,Sábado
705,13/06/2016,5,BRASIL,0,PERU,1,,Domingo
705,13/06/2016,6,ATLETICO,2,VASCO DA GAMA,1,,Sábado
705,13/06/2016,7,ABC,0,CONFIANCA,0,,Sábado
705,13/06/2016,8,CORITIBA,3,SPORT,2,,Domingo
705,13/06/2016,9,REMO,0,BOTAFOGO,0,,Sábado
705,13/06/2016,10,INTERNACIONAL,3,AMERICA,1,,Sábado
705,13/06/2016,11,FIGUEIRENSE,1,FLAMENGO,0,,Domingo
705,13/06/2016,12,SAO PAULO,1,ATHLETICO,2,,Sábado
705,13/06/2016,13,BOTAFOGO,1,VITORIA,1,,Domingo
705,13/06/2016,14,SANTA CRUZ,0,SANTOS,2,,Domingo
706,20/06/2016,1,FLAMENGO,2,SAO PAULO,2,,Domingo
706,20/06/2016,2,ATHLETICO,1,SANTOS,0,,Sábado
706,20/06/2016,3,SPORT,2,FLUMINENSE,1,,Domingo
706,20/06/2016,4,FORTALEZA,0,ABC,1,,Sábado
706,20/06/2016,5,VITORIA,1,CHAPECOENSE,2,,Domingo
706,20/06/2016,6,BOTAFOGO,2,RIVER,1,,Domingo
706,20/06/2016,7,CONFIANCA,3,REMO,5,,Domingo
706,20/06/2016,8,CORINTHIANS,3,BOTAFOGO,1,,Domingo
706,20/06/2016,9,VASCO DA GAMA,0,PAYSANDU,2,,Sábado
706,20/06/2016,10,GREMIO,2,CRUZEIRO,0,,Domingo
706,20/06/2016,11,FIGUEIRENSE,3,INTERNACIONAL,2,,Domingo
706,20/06/2016,12,ATLETICO,3,PONTE PRETA,0,,Domingo
706,20/06/2016,13,PALMEIRAS,3,SANTA CRUZ,1,,Sábado
706,20/06/2016,14,AMERICA,2,CORITIBA,1,,Sábado
707,27/06/2016,1,FLAMENGO,1,FLUMINENSE,2,,Domingo
707,27/06/2016,2,CRUZEIRO,2,PALMEIRAS,1,,Sábado
707,27/06/2016,3,CEARA,2,NAUTICO,1,,Sábado
707,27/06/2016,4,VILA NOVA,1,GOIAS,1,,Sábado
707,27/06/2016,5,SANTOS,3,SAO PAULO,0,,Domingo
707,27/06/2016,6,AMERICA,1,BOTAFOGO,1,,Sábado
707,27/06/2016,7,RIVER,1,CONFIANCA,2,,Domingo
707,27/06/2016,8,INTERNACIONAL,2,BOTAFOGO,3,,Domingo
707,27/06/2016,9,REMO,1,ABC,1,,Sábado
707,27/06/2016,10,AMERICA,0,ATLETICO,1,,Domingo
707,27/06/2016,11,FIGUEIRENSE,0,CORITIBA,0,,Domingo
707,27/06/2016,12,ATHLETICO,2,GREMIO,0,,Domingo
707,27/06/2016,13,CORINTHIANS,2,SANTA CRUZ,1,,Sábado
707,27/06/2016,14,PARANA,1,JOINVILLE,0,,Sábado
708,04/07/2016,1,INTERNACIONAL,0,GREMIO,1,,Domingo
708,04/07/2016,2,CEARA,1,BAHIA,0,,Sábado
708,04/07/2016,3,FIGUEIRENSE,1,ATLETICO,1,,Domingo
708,04/07/2016,4,ABC,4,RIVER,0,,Sábado
708,04/07/2016,5,CORINTHIANS,4,FLAMENGO,0,,Domingo
708,04/07/2016,6,AVAI,2,VASCO DA GAMA,1,,Sábado
708,04/07/2016,7,CRB,2,GOIAS,1,,Sábado
708,04/07/2016,8,CONFIANCA,1,BOTAFOGO,1,,Domingo
708,04/07/2016,9,ATHLETICO,1,AMERICA,0,,Sábado
708,04/07/2016,10,FLUMINENSE,0,CORITIBA,0,,Sábado
708,04/07/2016,11,BOTAFOGO,2,SANTA CRUZ,1,,Domingo
708,04/07/2016,12,GUARANI,0,BOTAFOGO,0,,Sábado
708,04/07/2016,13,CRUZEIRO,2,VITORIA,2,,Domingo
708,04/07/2016,14,PONTE PRETA,1,SAO PAULO,0,,Domingo
709,11/07/2016,1,FLAMENGO,2,ATLETICO,0,,Domingo
709,11/07/2016,2,CHAPECOENSE,0,CORINTHIANS,2,,Sábado
709,11/07/2016,3,SANTA CRUZ,1,INTERNACIONAL,0,,Domingo
709,11/07/2016,4,CONFIANCA,0,AMERICA,2,,Domingo
709,11/07/2016,5,GOIAS,2,ATLETICO,2,,Sábado
709,11/07/2016,6,PAYSANDU,0,LONDRINA,0,,Sábado
709,11/07/2016,7,BOTAFOGO,2,ASA,0,,Domingo
709,11/07/2016,8,REMO,2,FORTALEZA,0,,Domingo
709,11/07/2016,9,PONTE PRETA,2,SPORT,1,,Sábado
709,11/07/2016,10,CORITIBA,0,BOTAFOGO,0,,Sábado
709,11/07/2016,11,GREMIO,2,FIGUEIRENSE,1,,Domingo
709,11/07/2016,12,SAO PAULO,3,AMERICA,0,,Domingo
709,11/07/2016,13,VITORIA,0,FLUMINENSE,0,,Domingo
709,11/07/2016,14,JOINVILLE,2,SAMPAIO CORREA,0,,Sábado
710,18/07/2016,1,CORINTHIANS,1,SAO PAULO,1,,Domingo
710,18/07/2016,2,BOTAFOGO,3,FLAMENGO,3,,Sábado
710,18/07/2016,3,INTERNACIONAL,0,PALMEIRAS,1,,Domingo
710,18/07/2016,4,AMERICA,1,REMO,1,,Sábado
710,18/07/2016,5,CEARA,1,CRICIUMA,0,,Sábado
710,18/07/2016,6,GOIAS,4,NAUTICO,2,,Sábado
710,18/07/2016,7,ASA,2,ABC,1,,Sábado
710,18/07/2016,8,FORTALEZA,1,BOTAFOGO,0,,Domingo
710,18/07/2016,9,AMERICA,0,SANTA CRUZ,3,,Domingo
710,18/07/2016,10,FIGUEIRENSE,1,CHAPECOENSE,1,,Domingo
710,18/07/2016,11,ATHLETICO,1,VITORIA,1,,Domingo
710,18/07/2016,12,SPORT,4,GREMIO,2,,Domingo
710,18/07/2016,13,SANTOS,3,PONTE PRETA,1,,Sábado
710,18/07/2016,14,FLUMINENSE,2,CRUZEIRO,0,,Domingo
711,25/07/2016,1,GREMIO,1,SAO PAULO,0,,Domingo
711,25/07/2016,2,ATHLETICO,1,FLUMINENSE,0,,Domingo
711,25/07/2016,3,RIVER,1,FORTALEZA,1,,Sábado
711,25/07/2016,4,PAYSANDU,2,CRB,2,,Sábado
711,25/07/2016,5,VASCO DA GAMA,2,BRAGANTINO,1,,Sábado
711,25/07/2016,6,VILA NOVA,3,CEARA,4,,Sábado
711,25/07/2016,7,A B C,1,AMERICA,0,,Sábado
711,25/07/2016,8,BOTAFOGO,2,SALGUEIRO,0,,Domingo
711,25/07/2016,9,SANTA CRUZ,0,CORITIBA,1,,Sábado
711,25/07/2016,10,PONTE PRETA,2,INTERNACIONAL,2,,Domingo
711,25/07/2016,11,CHAPECOENSE,2,BOTAFOGO,1,,Domingo
711,25/07/2016,12,CRUZEIRO,1,SPORT,2,,Domingo
711,25/07/2016,13,VITORIA,2,SANTOS,3,,Domingo
711,25/07/2016,14,CORINTHIANS,1,FIGUEIRENSE,1,,Sábado
712,01/08/2016,1,INTERNACIONAL,0,CORINTHIANS,1,,Domingo
712,01/08/2016,2,SANTOS,2,CRUZEIRO,0,,Domingo
712,01/08/2016,3,CORITIBA,0,FLAMENGO,2,,Domingo
712,01/08/2016,4,BRAGANTINO,1,BAHIA,0,,Sábado
712,01/08/2016,5,SAO PAULO,2,CHAPECOENSE,2,,Domingo
712,01/08/2016,6,PORTUGUESA,1,MOGI MIRIM,0,,Sábado
712,01/08/2016,7,PAYSANDU,2,VILA NOVA,2,,Sábado
712,01/08/2016,8,VASCO DA GAMA,2,CRICIUMA,1,,Sábado
712,01/08/2016,9,FIGUEIRENSE,1,VITORIA,0,,Sábado
712,01/08/2016,10,SPORT,2,ATHLETICO,0,,Sábado
712,01/08/2016,11,FORTALEZA,2,CONFIANCA,2,,Domingo
712,01/08/2016,12,AMERICA,0,GREMIO,0,,Domingo
712,01/08/2016,13,ATLETICO,3,SANTA CRUZ,0,,Sábado
712,01/08/2016,14,FLUMINENSE,3,PONTE PRETA,0,,Domingo
713,08/08/2016,1,SANTA CRUZ,1,SAO PAULO,2,,Domingo
713,08/08/2016,2,PALMEIRAS,2,VITORIA,1,,Domingo
713,08/08/2016,3,REMO,1,RIVER,0,,Sábado
713,08/08/2016,4,ABC,1,BOTAFOGO,1,,Domingo
713,08/08/2016,5,FORTALEZA,2,AMERICA,1,,Domingo
713,08/08/2016,6,SALGUEIRO,0,ASA,1,,Domingo
713,08/08/2016,7,BOA ESPORTE,0,BOTAFOGO,0,,Domingo
713,08/08/2016,8,YPIRANGA,1,PORTUGUESA,0,,Domingo
713,08/08/2016,9,MOGI MIRIM,2,GUARATINGUETA,1,,Sábado
713,08/08/2016,10,FIGUEIRENSE,1,SPORT,1,,Domingo
713,08/08/2016,11,CORITIBA,3,PONTE PRETA,1,,Domingo
713,08/08/2016,12,AMERICA,1,SANTOS,0,,Domingo
713,08/08/2016,13,FLAMENGO,1,ATHLETICO,0,,Sábado
713,08/08/2016,14,INTERNACIONAL,2,FLUMINENSE,2,,Domingo
714,15/08/2016,1,GREMIO,3,CORINTHIANS,0,,Domingo
714,15/08/2016,2,SANTOS,3,ATLETICO,0,,Domingo
714,15/08/2016,3,SPORT,1,FLAMENGO,0,,Sábado
714,15/08/2016,4,CONFIANCA,1,A B C,1,,Domingo
714,15/08/2016,5,BOTAFOGO,2,REMO,0,,Sábado
714,15/08/2016,6,RIVER,0,ASA,0,,Domingo
714,15/08/2016,7,AMERICA,2,SALGUEIRO,0,,Sábado
714,15/08/2016,8,MACAE,2,GUARANI,4,,Sábado
714,15/08/2016,9,JUVENTUDE,1,BOA ESPORTE,1,,Domingo
714,15/08/2016,10,PONTE PRETA,2,FIGUEIRENSE,0,,Sábado
714,15/08/2016,11,FLUMINENSE,1,AMERICA,0,,Domingo
714,15/08/2016,12,CRUZEIRO,2,CORITIBA,2,,Domingo
714,15/08/2016,13,SAO PAULO,0,BOTAFOGO,1,,Domingo
714,15/08/2016,14,ATHLETICO,0,PALMEIRAS,1,,Domingo
715,22/08/2016,1,FLAMENGO,2,GREMIO,1,,Domingo
715,22/08/2016,2,INTERNACIONAL,1,SAO PAULO,1,,Domingo
715,22/08/2016,3,ATLETICO,1,ATHLETICO,0,,Domingo
715,22/08/2016,4,FIGUEIRENSE,1,CRUZEIRO,2,,Domingo
715,22/08/2016,5,SANTA CRUZ,0,FLUMINENSE,1,,Domingo
715,22/08/2016,6,NAUTICO,0,CRICIUMA,1,,Sábado
715,22/08/2016,7,PAYSANDU,2,CEARA,0,,Sábado
715,22/08/2016,8,GOIAS,2,TUPI,1,,Sábado
715,22/08/2016,9,RIVER,2,BOTAFOGO,2,,Sábado
715,22/08/2016,10,PORTUGUESA,1,JUVENTUDE,2,,Sábado
715,22/08/2016,11,BOTAFOGO,3,SPORT,0,,Sábado
715,22/08/2016,12,AVAI,0,BAHIA,3,,Sábado
715,22/08/2016,13,ABC,2,FORTALEZA,1,,Sábado
715,22/08/2016,14,PALMEIRAS,2,PONTE PRETA,2,,Domingo
716,29/08/2016,1,FLUMINENSE,0,PALMEIRAS,2,,Domingo
716,29/08/2016,2,GREMIO,1,ATLETICO,1,,Domingo
716,29/08/2016,3,SPORT,1,INTERNACIONAL,1,,Domingo
716,29/08/2016,4,JUVENTUDE,0,BOTAFOGO,0,,Domingo
716,29/08/2016,5,PONTE PRETA,2,CORINTHIANS,0,,Sábado
716,29/08/2016,6,BAHIA,3,PARANA,0,,Sábado
716,29/08/2016,7,BOTAFOGO,1,AMERICA,2,,Sábado
716,29/08/2016,8,CONFIANCA,4,RIVER,1,,Domingo
716,29/08/2016,9,VITORIA,2,AMERICA,1,,Domingo
716,29/08/2016,10,CRUZEIRO,2,SANTA CRUZ,0,,Domingo
716,29/08/2016,11,SANTOS,0,FIGUEIRENSE,1,,Domingo
716,29/08/2016,12,VILA NOVA,0,NAUTICO,2,,Sábado
716,29/08/2016,13,CHAPECOENSE,1,FLAMENGO,3,,Domingo
716,29/08/2016,14,SAO PAULO,0,CORITIBA,0,,Domingo
717,05/09/2016,1,BOTAFOGO,2,GREMIO,1,,Domingo
717,05/09/2016,2,OESTE,3,PARANA,3,,Sábado
717,05/09/2016,3,ASA,1,FORTALEZA,1,,Domingo
717,05/09/2016,4,VILA NOVA,0,ATLETICO,0,,Sábado
717,05/09/2016,5,BAHIA,1,VASCO DA GAMA,0,,Sábado
717,05/09/2016,6,PORTUGUESA,0,BOA ESPORTE,2,,Domingo
717,05/09/2016,7,REMO,1,SALGUEIRO,1,,Domingo
717,05/09/2016,8,YPIRANGA,0,MOGI MIRIM,0,,Domingo
717,05/09/2016,9,BOTAFOGO,2,CONFIANCA,1,,Domingo
717,05/09/2016,10,TUPI,0,BRAGANTINO,1,,Sábado
717,05/09/2016,11,SAMPAIO CORREA,4,NAUTICO,3,,Sábado
717,05/09/2016,12,CRICIUMA,1,CRB,1,,Sábado
717,05/09/2016,13,LONDRINA,1,JOINVILLE,0,,Sábado
717,05/09/2016,14,FLUMINENSE,3,FIGUEIRENSE,2,,Sábado
718,12/09/2016,1,SANTOS,2,CORINTHIANS,1,,Domingo
718,12/09/2016,2,GOIAS,2,CEARA,0,,Sábado
718,12/09/2016,3,GREMIO,0,PALMEIRAS,0,,Domingo
718,12/09/2016,4,AMERICA,0,CONFIANCA,2,,Sábado
718,12/09/2016,5,CRUZEIRO,0,BOTAFOGO,2,,Domingo
718,12/09/2016,6,NAUTICO,0,BAHIA,0,,Sábado
718,12/09/2016,7,PARANA,2,LONDRINA,1,,Sábado
718,12/09/2016,8,FORTALEZA,4,REMO,1,,Sábado
718,12/09/2016,9,PONTE PRETA,1,AMERICA,1,,Domingo
718,12/09/2016,10,SPORT,5,SANTA CRUZ,3,,Domingo
718,12/09/2016,11,CHAPECOENSE,1,CORITIBA,0,,Domingo
718,12/09/2016,12,SAO PAULO,3,FIGUEIRENSE,1,,Domingo
718,12/09/2016,13,ATHLETICO,2,INTERNACIONAL,1,,Domingo
718,12/09/2016,14,VITORIA,1,FLAMENGO,2,,Sábado
719,19/09/2016,1,CORINTHIANS,0,PALMEIRAS,2,,Sábado
719,19/09/2016,2,BAHIA,4,GOIAS,2,,Sábado
719,19/09/2016,3,BOTAFOGO,0,FORTALEZA,0,,Domingo
719,19/09/2016,4,GREMIO,0,FLUMINENSE,1,,Domingo
719,19/09/2016,5,CRUZEIRO,1,ATLETICO,1,,Domingo
719,19/09/2016,6,NAUTICO,3,PAYSANDU,1,,Sábado
719,19/09/2016,7,LONDRINA,1,CEARA,1,,Sábado
719,19/09/2016,8,REMO,0,AMERICA,0,,Domingo
719,19/09/2016,9,CHAPECOENSE,2,PONTE PRETA,2,,Domingo
719,19/09/2016,10,SPORT,0,CORITIBA,1,,Domingo
719,19/09/2016,11,MOGI MIRIM,1,JUVENTUDE,2,,Domingo
719,19/09/2016,12,VITORIA,0,BOTAFOGO,1,,Domingo
719,19/09/2016,13,ATHLETICO,1,SAO PAULO,0,,Domingo
719,19/09/2016,14,FLAMENGO,2,FIGUEIRENSE,0,,Domingo
720,26/09/2016,1,CORINTHIANS,0,FLUMINENSE,1,,Domingo
720,26/09/2016,2,CRB,2,BAHIA,2,,Sábado
720,26/09/2016,3,SPORT,1,SANTOS,0,,Sábado
720,26/09/2016,4,VASCO DA GAMA,2,ATLETICO,0,,Sábado
720,26/09/2016,5,ATLETICO,3,INTERNACIONAL,1,,Domingo
720,26/09/2016,6,PARANA,1,NAUTICO,2,,Sábado
