Rodada,Data,Time da Casa,Placar,Time Visitante
1,09/05/08,Bragantino,1-0,Santo André
1,09/05/08,São Caetano,3-0,Ponte Preta
1,09/05/08,Criciúma,1-0,América-RN
1,09/05/08,Brasiliense,2-2,Marília
1,10/05/08,Corinthians,3-2,CRB
1,10/05/08,Grêmio Barueri,2-0,Gama
1,10/05/08,Bahia,1-1,Fortaleza
1,10/05/08,Ceará,2-1,Juventude
1,10/05/08,Paraná,0-1,Avaí
1,10/05/08,ABC,3-2,Vila Nova
2,13/05/08,Santo André,1-3,Brasiliense
2,13/05/08,Marília,2-2,Grêmio Barueri
2,13/05/08,CRB,1-1,São Caetano
2,16/05/08,Vila Nova,1-0,Ceará
2,16/05/08,Juventude,1-0,Criciúma
2,16/05/08,Ponte Preta,1-0,Bragantino
2,17/05/08,Gama,1-3,Corinthians
2,17/05/08,América-RN,0-1,Bahia
2,17/05/08,Fortaleza,4-1,Paraná
2,17/05/08,Avaí,0-0,ABC
3,20/05/08,Marília,0-0,Paraná
3,20/05/08,Vila Nova,2-1,CRB
3,20/05/08,Criciúma,2-1,São Caetano
3,23/05/08,Fortaleza,5-1,Gama
3,23/05/08,Bragantino,0-1,Juventude
3,23/05/08,Brasiliense,1-0,América-RN
3,24/05/08,Ponte Preta,3-2,Ceará
3,24/05/08,ABC,0-1,Corinthians
3,24/05/08,Santo André,2-0,Bahia
3,24/05/08,Grêmio Barueri,2-2,Avaí
4,27/05/08,Avaí,1-1,Santo André
4,27/05/08,Ceará,3-0,Brasiliense
4,27/05/08,Paraná,2-2,Bragantino
4,29/05/08,São Caetano,1-0,Vila Nova
4,29/05/08,Juventude,2-0,Marília
4,29/05/08,CRB,1-0,Criciúma
4,31/05/08,Gama,0-2,ABC
4,31/05/08,Corinthians,2-0,Fortaleza
4,31/05/08,Bahia,0-1,Grêmio Barueri
4,31/05/08,América-RN,2-1,Ponte Preta
5,03/06/08,Brasiliense,2-2,São Caetano
5,03/06/08,Santo André,2-2,Marília
5,03/06/08,Bragantino,3-2,CRB
5,07/06/08,Ponte Preta,1-2,Gama
5,07/06/08,ABC,1-1,Juventude
5,07/06/08,Fortaleza,2-2,Avaí
5,07/06/08,Criciúma,1-2,Bahia
5,07/06/08,Grêmio Barueri,1-4,Corinthians
5,07/06/08,Paraná,2-2,Ceará
5,07/06/08,Vila Nova,3-2,América-RN
6,10/06/08,Marília,3-1,Ponte Preta
6,10/06/08,Gama,1-0,CRB
6,10/06/08,Juventude,1-1,Fortaleza
6,13/06/08,Avaí,4-1,Vila Nova
6,13/06/08,Grêmio Barueri,1-5,Santo André
6,14/06/08,Ceará,2-0,América-RN
6,14/06/08,Corinthians,4-1,Brasiliense
6,14/06/08,Bahia,0-0,Paraná
6,14/06/08,São Caetano,2-0,Bragantino
6,14/06/08,ABC,0-0,Criciúma
7,17/06/08,CRB,1-2,Grêmio Barueri
7,17/06/08,Santo André,0-0,São Caetano
7,17/06/08,Ceará,2-2,Bahia
7,20/06/08,Criciúma,2-1,Fortaleza
7,20/06/08,Paraná,1-0,ABC
7,20/06/08,Marília,1-1,Bragantino
