Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/06/21,Flamengo,Bragantino,A,5
2,19/06/21,Cruzeiro,Confiança,B,5
3,19/06/21,Sampaio Corrêa,EC Vitória,B,5
4,20/06/21,Palmeiras,América-MG,A,5
5,20/06/21,Bahia,Corinthians,A,5
6,20/06/21,Internacional,Ceará,A,5
7,20/06/21,Fortaleza,Fluminense,A,5
8,20/06/21,Athletico-PR,Atlético-GO,A,5
9,20/06/21,Santos,São Paulo,A,5
10,20/06/21,Juventude,Sport,A,5
11,20/06/21,CRB,Vasco,B,5
12,21/06/21,Atlético-MG,Chapecoense,A,5
13,21/06/21,CSA,Londrina,B,5
14,18/08/21,Cuiaba,Grêmio,A,5
