Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/10/21,CRB,Coritiba,B,32
2,26/10/21,Goiás,Botafogo,B,32
3,29/10/21,Vasco,CSA,B,32
4,30/10/21,Confiança,Londrina,B,32
5,13/11/21,Atlético-GO,Santos,A,32
6,13/11/21,América-MG,Grêmio,A,32
7,13/11/21,Bragantino,Fortaleza,A,32
8,13/11/21,Internacional,Athletico-PR,A,32
9,13/11/21,Corinthians,Cuiaba,A,32
10,14/11/21,São Paulo,Flamengo,A,32
11,14/11/21,Fluminense,Palmeiras,A,32
12,14/11/21,Ceará,Sport,A,32
13,14/11/21,Chapecoense,Juventude,A,32
14,02/12/21,Bahia,Atlético-MG,A,32
