Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/08/21,Vitória,Guarani,B,20
2,21/08/21,Remo,CRB,B,20
3,22/08/21,Ponte Preta,Brusque,B,20
4,22/08/21,Goiás,Sampaio Corrêa,B,20
5,11/09/21,América-MG,Athletico-PR,A,20
6,11/09/21,Juventude,Cuiaba,A,20
7,11/09/21,Bragantino,Chapecoense,A,20
8,11/09/21,Santos,Bahia,A,20
9,12/09/21,Grêmio,Ceará,A,20
10,12/09/21,Fortaleza,Atlético-MG,A,20
11,12/09/21,Palmeiras,Flamengo,A,20
12,12/09/21,Atlético-GO,Corinthians,A,20
13,12/09/21,Fluminense,São Paulo,A,20
14,13/09/21,Sport,Internacional,A,20
