Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,23/07/21,Londrina,Remo,B,14
2,24/07/21,Confiança,Botafogo,B,14
3,24/07/21,Vasco,Guarani,B,14
4,25/07/21,Sampaio Corrêa,CRB,B,14
5,31/07/21,São Paulo,Palmeiras,A,14
6,31/07/21,Internacional,Cuiaba,A,14
7,31/07/21,Bragantino,Grêmio,A,14
8,01/08/21,Corinthians,Flamengo,A,14
9,01/08/21,Atlético-MG,Athletico-PR,A,14
10,01/08/21,Chapecoense,Santos,A,14
11,01/08/21,Bahia,Sport,A,14
12,01/08/21,Atlético-GO,América-MG,A,14
13,01/08/21,Ceará,Fortaleza,A,14
14,02/09/21,Fluminense,Juventude,A,14
