Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,09/11/21,Confiança,Náutico,B,35
2,10/11/21,Brasil-RS,Guarani,B,35
3,11/11/21,Sampaio Corrêa,Vila Nova,B,35
4,11/11/21,Ponte Preta,Botafogo,B,35
5,23/11/21,Palmeiras,Atlético-MG,A,35
6,24/11/21,Fluminense,Internacional,A,35
7,25/11/21,Santos,Fortaleza,A,35
8,25/11/21,Ceará,Corinthians,A,35
9,29/11/21,Atlético-GO,Bahia,A,35
10,30/11/21,Juventude,Bragantino,A,35
11,30/11/21,América-MG,Chapecoense,A,35
12,02/12/21,Grêmio,São Paulo,A,35
13,03/12/21,Athletico-PR,Cuiaba,A,35
14,03/12/21,Sport,Flamengo,A,35
