Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/11/21,Vitória,Cruzeiro,B,36
2,15/11/21,Remo,Goiás,B,36
3,15/11/21,Náutico,Sampaio Corrêa,B,36
4,15/11/21,Brusque,CRB,B,36
5,26/11/21,Bahia,Grêmio,A,36
6,27/11/21,Bragantino,América-MG,A,36
7,27/11/21,São Paulo,Sport,A,36
8,28/11/21,Corinthians,Athletico-PR,A,36
9,28/11/21,Atlético-MG,Fluminense,A,36
10,28/11/21,Internacional,Santos,A,36
11,30/11/21,Flamengo,Ceará,A,36
12,30/11/21,Cuiaba,Palmeiras,A,36
13,03/12/21,Chapecoense,Atlético-GO,A,36
14,03/12/21,Fortaleza,Juventude,A,36
