Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,22/06/21,Guarani,CRB,B,6
2,22/06/21,Brasil-RS,Ponte Preta,B,6
3,23/06/21,Atlético-GO,Fluminense,A,6
4,23/06/21,São Paulo,Cuiaba,A,6
5,23/06/21,Flamengo,Fortaleza,A,6
6,23/06/21,Bragantino,Palmeiras,A,6
7,24/06/21,América-MG,Juventude,A,6
8,24/06/21,Chapecoense,Internacional,A,6
9,24/06/21,Corinthians,Sport,A,6
10,24/06/21,Ceará,Atlético-MG,A,6
11,24/06/21,Bahia,Athletico-PR,A,6
12,24/06/21,Grêmio,Santos,A,6
13,24/06/21,Cruzeiro,Vasco,B,6
14,24/06/21,Londrina,Náutico,B,6
