Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/09/21,Guarani,CSA,B,23
2,10/09/21,Vila Nova,Náutico,B,23
3,11/09/21,Cruzeiro,Ponte Preta,B,23
4,11/09/21,CRB,Goiás,B,23
5,02/10/21,Cuiaba,América-MG,A,23
6,02/10/21,Fortaleza,Atlético-GO,A,23
7,02/10/21,Bragantino,Corinthians,A,23
8,02/10/21,Atlético-MG,Internacional,A,23
9,03/10/21,Flamengo,Athletico-PR,A,23
10,03/10/21,Chapecoense,São Paulo,A,23
11,03/10/21,Palmeiras,Juventude,A,23
12,03/10/21,Grêmio,Sport,A,23
13,27/10/21,Santos,Fluminense,A,23
14,27/10/21,Bahia,Ceará,A,23
