Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,03/08/21,Brasil-RS,Sampaio Corrêa,B,16
2,06/08/21,Goiás,Guarani,B,16
3,07/08/21,Confiança,Náutico,B,16
4,07/08/21,Londrina,CSA,B,16
5,14/08/21,Bragantino,Juventude,A,16
6,14/08/21,Atlético-MG,Palmeiras,A,16
7,14/08/21,São Paulo,Grêmio,A,16
8,15/08/21,Flamengo,Sport,A,16
9,15/08/21,Corinthians,Ceará,A,16
10,15/08/21,Bahia,Atlético-GO,A,16
11,15/08/21,Cuiaba,Athletico-PR,A,16
12,15/08/21,Fortaleza,Santos,A,16
13,15/08/21,Internacional,Fluminense,A,16
14,16/08/21,Chapecoense,América-MG,A,16
