Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/07/21,Palmeiras,Santos,A,11
2,10/07/21,Grêmio,Internacional,A,11
3,10/07/21,Athletico-PR,Bragantino,A,11
4,10/07/21,Sport,Fluminense,A,11
5,10/07/21,São Paulo,Bahia,A,11
6,10/07/21,América-MG,Atlético-MG,A,11
7,11/07/21,Juventude,Atlético-GO,A,11
8,11/07/21,Cuiaba,Ceará,A,11
9,11/07/21,Flamengo,Chapecoense,A,11
10,11/07/21,Fortaleza,Corinthians,A,11
11,13/07/21,EC Vitória,Sampaio Corrêa,B,11
12,13/07/21,Vila Nova,Brasil-RS,B,11
13,13/07/21,Coritiba,Vasco,B,11
14,14/07/21,CSA,Goiás,B,11
