Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/07/21,Confiança,Guarani,B,12
2,17/07/21,Ceará,Athletico-PR,A,12
3,17/07/21,São Paulo,Fortaleza,A,12
4,17/07/21,Corinthians,Atlético-MG,A,12
5,17/07/21,Fluminense,Grêmio,A,12
6,17/07/21,Ponte Preta,Remo,B,12
7,17/07/21,Brusque,Botafogo,B,12
8,18/07/21,Chapecoense,Cuiaba,A,12
9,18/07/21,Atlético-GO,Palmeiras,A,12
10,18/07/21,Bahia,Flamengo,A,12
11,18/07/21,Internacional,Juventude,A,12
12,18/07/21,Bragantino,Santos,A,12
13,18/07/21,Vasco,Náutico,B,12
14,19/07/21,América-MG,Sport,A,12
