Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/06/21,Guarani,Náutico,B,3
2,12/06/21,Santos,Juventude,A,3
3,12/06/21,Palmeiras,Corinthians,A,3
4,12/06/21,Cruzeiro,Goiás,B,3
5,12/06/21,Vila Nova,CSA,B,3
6,12/06/21,Brasil-RS,Vasco,B,3
7,13/06/21,Atlético-MG,São Paulo,A,3
8,13/06/21,Grêmio,Athletico-PR,A,3
9,13/06/21,Flamengo,América-MG,A,3
10,13/06/21,Bahia,Internacional,A,3
11,13/06/21,Fortaleza,Sport,A,3
12,13/06/21,Bragantino,Fluminense,A,3
13,13/06/21,Chapecoense,Ceará,A,3
14,21/07/21,Cuiaba,Atlético-GO,A,3
