Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,29/06/21,CRB,Náutico,B,8
2,30/06/21,Fluminense,Athletico-PR,A,8
3,30/06/21,Fortaleza,Chapecoense,A,8
4,30/06/21,Internacional,Palmeiras,A,8
5,30/06/21,Bahia,América-MG,A,8
6,30/06/21,Santos,Sport,A,8
7,30/06/21,Corinthians,São Paulo,A,8
8,30/06/21,Juventude,Grêmio,A,8
9,30/06/21,Brusque,Brasil-RS,B,8
10,01/07/21,Bragantino,Ceará,A,8
11,01/07/21,Atlético-MG,Atlético-GO,A,8
12,01/07/21,Cuiaba,Flamengo,A,8
13,02/07/21,Confiança,Coritiba,B,8
14,03/07/21,Operário-PR,Vila Nova,B,8
