Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,28/10/21,Bragantino,Sport,A,34
2,05/11/21,CSA,Remo,B,34
3,06/11/21,Náutico,Coritiba,B,34
4,07/11/21,Ponte Preta,CRB,B,34
5,07/11/21,Sampaio Corrêa,Brasil-RS,B,34
6,20/11/21,Atlético-MG,Juventude,A,34
7,20/11/21,Fortaleza,Palmeiras,A,34
8,20/11/21,Chapecoense,Grêmio,A,34
9,20/11/21,Atlético-GO,Ceará,A,34
10,20/11/21,Internacional,Flamengo,A,34
11,21/11/21,Corinthians,Santos,A,34
12,21/11/21,Fluminense,América-MG,A,34
13,21/11/21,Bahia,Cuiaba,A,34
14,24/11/21,São Paulo,Athletico-PR,A,34
