Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,06/10/21,Brasil-RS,Operário-PR,B,29
2,08/10/21,Coritiba,Cruzeiro,B,29
3,09/10/21,Sampaio Corrêa,Vasco,B,29
4,09/10/21,Vitória,Confiança,B,29
5,30/10/21,Athletico-PR,Santos,A,29
6,30/10/21,Flamengo,Atlético-MG,A,29
7,30/10/21,Juventude,Bahia,A,29
8,30/10/21,América-MG,Fortaleza,A,29
9,31/10/21,Grêmio,Palmeiras,A,29
10,31/10/21,Ceará,Fluminense,A,29
11,31/10/21,São Paulo,Internacional,A,29
12,31/10/21,Sport,Atlético-GO,A,29
13,01/11/21,Cuiaba,Bragantino,A,29
14,01/11/21,Corinthians,Chapecoense,A,29
