Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/09/21,Guarani,Remo,B,25
2,21/09/21,Sampaio Corrêa,Brusque,B,25
3,22/09/21,Vitória,Coritiba,B,25
4,23/09/21,CSA,Botafogo,B,25
5,09/10/21,Fluminense,Atlético-GO,A,25
6,09/10/21,Atlético-MG,Ceará,A,25
7,09/10/21,Sport,Corinthians,A,25
8,09/10/21,Fortaleza,Flamengo,A,25
9,09/10/21,Athletico-PR,Bahia,A,25
10,09/10/21,Palmeiras,Bragantino,A,25
11,09/10/21,Juventude,América-MG,A,25
12,10/10/21,Internacional,Chapecoense,A,25
13,10/10/21,Santos,Grêmio,A,25
14,11/10/21,Cuiaba,São Paulo,A,25
