Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,28/07/21,Guarani,Brusque,B,15
2,30/07/21,Goiás,Operário-PR,B,15
3,31/07/21,Cruzeiro,Londrina,B,15
4,31/07/21,Brusque,Confiança,B,15
5,06/08/21,Sport,Bragantino,A,15
6,07/08/21,Athletico-PR,São Paulo,A,15
7,07/08/21,Palmeiras,Fortaleza,A,15
8,07/08/21,Cuiaba,Bahia,A,15
9,08/08/21,Juventude,Atlético-MG,A,15
10,08/08/21,América-MG,Fluminense,A,15
11,08/08/21,Santos,Corinthians,A,15
12,08/08/21,Ceará,Atlético-GO,A,15
13,08/08/21,Flamengo,Internacional,A,15
14,09/08/21,Grêmio,Chapecoense,A,15
