Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/10/21,Londrina,Goiás,B,31
2,19/10/21,Coritiba,Sampaio Corrêa,B,31
3,22/10/21,Guarani,Confiança,B,31
4,24/10/21,Náutico,Vasco,B,31
5,04/11/21,Cuiaba,Chapecoense,A,31
6,09/11/21,Grêmio,Fluminense,A,31
7,10/11/21,Athletico-PR,Ceará,A,31
8,10/11/21,Atlético-MG,Corinthians,A,31
9,10/11/21,Santos,Bragantino,A,31
10,10/11/21,Palmeiras,Atlético-GO,A,31
11,10/11/21,Fortaleza,São Paulo,A,31
12,10/11/21,Sport,América-MG,A,31
13,10/11/21,Juventude,Internacional,A,31
14,11/11/21,Flamengo,Bahia,A,31
