Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/11/21,Cruzeiro,Náutico,B,38
2,28/11/21,Goiás,Brusque,B,38
3,28/11/21,Remo,Confiança,B,38
4,28/11/21,Operário-PR,CRB,B,38
5,09/12/21,Fortaleza,Bahia,A,38
6,09/12/21,Atlético-GO,Flamengo,A,38
7,09/12/21,Palmeiras,Ceará,A,38
8,09/12/21,Fluminense,Chapecoense,A,38
9,09/12/21,América-MG,São Paulo,A,38
10,09/12/21,Bragantino,Internacional,A,38
11,09/12/21,Sport,Athletico-PR,A,38
12,09/12/21,Juventude,Corinthians,A,38
13,09/12/21,Grêmio,Atlético-MG,A,38
14,09/12/21,Santos,Cuiaba,A,38
