Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,02/10/21,CRB,CSA,B,28
2,02/10/21,Ponte Preta,Vila Nova,B,28
3,03/10/21,Londrina,Sampaio Corrêa,B,28
4,04/10/21,Remo,Coritiba,B,28
5,23/10/21,Santos,América-MG,A,28
6,23/10/21,Juventude,Ceará,A,28
7,23/10/21,Fluminense,Flamengo,A,28
8,23/10/21,Fortaleza,Athletico-PR,A,28
9,24/10/21,Internacional,Corinthians,A,28
10,24/10/21,Atlético-MG,Cuiaba,A,28
11,24/10/21,Bragantino,São Paulo,A,28
12,24/10/21,Bahia,Chapecoense,A,28
13,25/10/21,Atlético-GO,Grêmio,A,28
14,25/10/21,Palmeiras,Sport,A,28
