Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/08/21,Náutico,Confiança,B,17
2,10/08/21,Vasco,Vila Nova,B,17
3,11/08/21,Cruzeiro,Sampaio Corrêa,B,17
4,11/08/21,EC Vitória,Avaí,B,17
5,21/08/21,Atlético-GO,Chapecoense,A,17
6,21/08/21,Grêmio,Bahia,A,17
7,21/08/21,Juventude,Fortaleza,A,17
8,22/08/21,Palmeiras,Cuiaba,A,17
9,22/08/21,Ceará,Flamengo,A,17
10,22/08/21,Athletico-PR,Corinthians,A,17
11,22/08/21,Santos,Internacional,A,17
12,22/08/21,Sport,São Paulo,A,17
13,23/08/21,América-MG,Bragantino,A,17
14,23/08/21,Fluminense,Atlético-MG,A,17
