Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,06/07/21,Santos,Athletico-PR,A,10
2,06/07/21,CRB,Botafogo,B,10
3,07/07/21,Bahia,Juventude,A,10
4,07/07/21,Bragantino,Cuiaba,A,10
5,07/07/21,Fortaleza,América-MG,A,10
6,07/07/21,Palmeiras,Grêmio,A,10
7,07/07/21,Atlético-MG,Flamengo,A,10
8,07/07/21,Atlético-GO,Sport,A,10
9,07/07/21,Internacional,São Paulo,A,10
10,07/07/21,Fluminense,Ceará,A,10
11,08/07/21,Chapecoense,Corinthians,A,10
12,09/07/21,Vasco,Sampaio Corrêa,B,10
13,09/07/21,Londrina,Guarani,B,10
14,10/07/21,Operário-PR,Brasil-RS,B,10
