Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/08/21,Brasil-RS,Coritiba,B,19
2,19/08/21,Avaí,Sampaio Corrêa,B,19
3,19/08/21,Remo,CRB,B,19
4,20/08/21,Ponte Preta,Brusque,B,19
5,04/09/21,Bahia,Fortaleza,A,19
6,04/09/21,Cuiaba,Santos,A,19
7,05/09/21,Athletico-PR,Sport,A,19
8,07/09/21,Corinthians,Juventude,A,19
9,07/09/21,Chapecoense,Fluminense,A,19
10,22/09/21,São Paulo,América-MG,A,19
11,20/10/21,Ceará,Palmeiras,A,19
12,21/10/21,Internacional,Bragantino,A,19
13,03/11/21,Atlético-MG,Grêmio,A,19
14,05/11/21,Flamengo,Atlético-GO,A,19
