Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/06/21,Brasil-RS,Cruzeiro,B,7
2,26/06/21,Sampaio Corrêa,Botafogo,B,7
3,27/06/21,Juventude,Flamengo,A,7
4,27/06/21,Fluminense,Corinthians,A,7
5,27/06/21,Palmeiras,Bahia,A,7
6,27/06/21,Athletico-PR,Chapecoense,A,7
7,27/06/21,Grêmio,Fortaleza,A,7
8,27/06/21,Santos,Atlético-MG,A,7
9,27/06/21,América-MG,Internacional,A,7
10,27/06/21,Sport,Cuiaba,A,7
11,27/06/21,Ceará,São Paulo,A,7
12,27/06/21,Avaí,CRB,B,7
13,28/06/21,Atlético-GO,Bragantino,A,7
14,28/06/21,Operário-PR,Confiança,B,7
