Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/01/21,Palmeiras,Vasco,A,1
2,28/05/21,Vila Nova,Botafogo,B,1
3,29/05/21,Cuiaba,Juventude,A,1
4,29/05/21,Bahia,Santos,A,1
5,29/05/21,São Paulo,Fluminense,A,1
6,29/05/21,Confiança,Cruzeiro,B,1
7,30/05/21,Atlético-MG,Fortaleza,A,1
8,30/05/21,Flamengo,Palmeiras,A,1
9,30/05/21,Ceará,Grêmio,A,1
10,30/05/21,Corinthians,Atlético-GO,A,1
11,30/05/21,Chapecoense,Bragantino,A,1
12,30/05/21,Athletico-PR,América-MG,A,1
13,30/05/21,Internacional,Sport,A,1
14,31/05/21,Sampaio Corrêa,Goiás,B,1
