Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/08/21,Vila Nova,Avaí,B,21
2,26/08/21,Confiança,Goiás,B,21
3,27/08/21,Brasil-RS,Remo,B,21
4,29/08/21,Náutico,Vitória,B,21
5,18/09/21,Chapecoense,Palmeiras,A,21
6,18/09/21,Athletico-PR,Juventude,A,21
7,18/09/21,Atlético-MG,Sport,A,21
8,18/09/21,Bahia,Bragantino,A,21
9,18/09/21,Ceará,Santos,A,21
10,19/09/21,Internacional,Fortaleza,A,21
11,19/09/21,São Paulo,Atlético-GO,A,21
12,19/09/21,Corinthians,América-MG,A,21
13,19/09/21,Flamengo,Grêmio,A,21
14,20/09/21,Cuiaba,Fluminense,A,21
