Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/09/21,Ponte Preta,Guarani,B,24
2,17/09/21,Confiança,Sampaio Corrêa,B,24
3,18/09/21,Goiás,Brasil-RS,B,24
4,18/09/21,Londrina,CSA,B,24
5,05/10/21,Corinthians,Bahia,A,24
6,06/10/21,Chapecoense,Atlético-MG,A,24
7,06/10/21,Atlético-GO,Athletico-PR,A,24
8,06/10/21,Sport,Juventude,A,24
9,06/10/21,Ceará,Internacional,A,24
10,06/10/21,Bragantino,Flamengo,A,24
11,06/10/21,Fluminense,Fortaleza,A,24
12,06/10/21,América-MG,Palmeiras,A,24
13,06/10/21,Grêmio,Cuiaba,A,24
14,07/10/21,São Paulo,Santos,A,24
