Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,01/06/21,Operário-PR,Guarani,B,2
2,04/06/21,Goiás,Confiança,B,2
3,05/06/21,Atlético-GO,São Paulo,A,2
4,05/06/21,Santos,Ceará,A,2
5,05/06/21,Bragantino,Bahia,A,2
6,05/06/21,CSA,Sampaio Corrêa,B,2
7,05/06/21,Remo,Brasil-RS,B,2
8,06/06/21,Fluminense,Cuiaba,A,2
9,06/06/21,América-MG,Corinthians,A,2
10,06/06/21,Fortaleza,Internacional,A,2
11,06/06/21,Juventude,Athletico-PR,A,2
12,06/06/21,Palmeiras,Chapecoense,A,2
13,06/06/21,Sport,Atlético-MG,A,2
14,23/11/21,Grêmio,Flamengo,A,2
