Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/08/21,Goiás,Brasil-RS,B,18
2,14/08/21,Confiança,Operário-PR,B,18
3,15/08/21,Sampaio Corrêa,Guarani,B,18
4,15/08/21,CRB,Avaí,B,18
5,28/08/21,Sport,Chapecoense,A,18
6,28/08/21,Santos,Flamengo,A,18
7,28/08/21,Grêmio,Corinthians,A,18
8,28/08/21,Palmeiras,Athletico-PR,A,18
9,29/08/21,América-MG,Ceará,A,18
10,29/08/21,Juventude,São Paulo,A,18
11,29/08/21,Atlético-GO,Internacional,A,18
12,29/08/21,Bragantino,Atlético-MG,A,18
13,30/08/21,Fluminense,Bahia,A,18
14,30/08/21,Fortaleza,Cuiaba,A,18
