Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/06/21,Internacional,Atlético-MG,A,4
2,16/06/21,São Paulo,Chapecoense,A,4
3,16/06/21,Corinthians,Bragantino,A,4
4,16/06/21,Juventude,Palmeiras,A,4
5,16/06/21,Remo,EC Vitória,B,4
6,16/06/21,Operário-PR,Sampaio Corrêa,B,4
7,17/06/21,América-MG,Cuiaba,A,4
8,17/06/21,Ceará,Bahia,A,4
9,17/06/21,Sport,Grêmio,A,4
10,17/06/21,Atlético-GO,Fortaleza,A,4
11,17/06/21,Fluminense,Santos,A,4
12,17/06/21,Goiás,CRB,B,4
13,17/06/21,Vasco,Avaí,B,4
14,02/11/21,Athletico-PR,Flamengo,A,4
