Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/11/21,Vila Nova,Londrina,B,37
2,19/11/21,Brusque,Operário-PR,B,37
3,19/11/21,Vasco,Remo,B,37
4,22/11/21,Guarani,Goiás,B,37
5,05/12/21,Bahia,Fluminense,A,37
6,05/12/21,Corinthians,Grêmio,A,37
7,05/12/21,Atlético-MG,Bragantino,A,37
8,05/12/21,Ceará,América-MG,A,37
9,06/12/21,São Paulo,Juventude,A,37
10,06/12/21,Athletico-PR,Palmeiras,A,37
11,06/12/21,Cuiaba,Fortaleza,A,37
12,06/12/21,Internacional,Atlético-GO,A,37
13,06/12/21,Flamengo,Santos,A,37
14,06/12/21,Chapecoense,Sport,A,37
