Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/07/21,Londrina,Confiança,B,13
2,20/07/21,Botafogo,Goiás,B,13
3,21/07/21,Vila Nova,Brusque,B,13
4,21/07/21,CSA,Vasco,B,13
5,24/07/21,Grêmio,América-MG,A,13
6,24/07/21,Palmeiras,Fluminense,A,13
7,25/07/21,Atlético-MG,Bahia,A,13
8,25/07/21,Fortaleza,Bragantino,A,13
9,25/07/21,Flamengo,São Paulo,A,13
10,25/07/21,Santos,Atlético-GO,A,13
11,25/07/21,Athletico-PR,Internacional,A,13
12,25/07/21,Sport,Ceará,A,13
13,26/07/21,Juventude,Chapecoense,A,13
14,26/07/21,Cuiaba,Corinthians,A,13
