Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
1F,1,04/02/20,Nacional Potosí,0-2,FBC Melgar
1F,1,04/02/20,Coquimbo Unido,3-0,Aragua FC
1F,1,04/02/20,Fluminense,1-1,Unión La Calera
1F,1,04/02/20,Vélez Sarsfield,1-0,Aucas
1F,1,05/02/20,Mineros,2-3,Sportivo Luqueño
1F,1,05/02/20,Fénix,1-0,El Nacional
1F,1,05/02/20,Vasco,1-0,Oriente Petrolero
1F,1,05/02/20,Atlético Nacional,3-0,Huracán
1F,1,06/02/20,Blooming,0-3,Emelec
1F,1,06/02/20,Millonarios,2-0,Always Ready
1F,1,06/02/20,Unión,3-0,Atlético Mineiro
1F,1,11/02/20,Argentinos Juniors,1-1,Sport Huancayo
1F,1,11/02/20,Atlético Grau,1-2,River Plate (URU)
1F,1,11/02/20,Deportivo Cali,2-1,River Plate (PAR)
1F,1,11/02/20,Sol de América,1-0,Goiás
1F,1,12/02/20,Huachipato,1-0,Deportivo Pasto
1F,1,12/02/20,Lanús,3-0,Universidad Catolica (EQU)
1F,1,12/02/20,Llaneros de Guanare,0-2,Liverpool Montevideo
1F,1,12/02/20,Bahia,3-0,Nacional (PAR)
1F,1,13/02/20,Zamora FC,1-0,Plaza Colonia
1F,1,13/02/20,Independiente,1-0,Fortaleza
1F,1,13/02/20,Cusco FC,2-0,Audax Italiano
1F,2,18/02/20,Aragua FC,1-0,Coquimbo Unido
1F,2,18/02/20,Unión La Calera,0-0,Fluminense
1F,2,18/02/20,Aucas,2-1,Vélez Sarsfield
1F,2,18/02/20,FBC Melgar,0-2,Nacional Potosí
1F,2,19/02/20,Huracán,1-1,Atlético Nacional
1F,2,19/02/20,Sportivo Luqueño,2-2,Mineros
1F,2,19/02/20,Oriente Petrolero,0-0,Vasco
1F,2,20/02/20,Emelec,2-0,Blooming
1F,2,20/02/20,Always Ready,1-0,Millonarios
1F,2,20/02/20,Atlético Mineiro,2-0,Unión
1F,2,20/02/20,El Nacional,2-2,Fénix
1F,2,25/02/20,River Plate (URU),1-0,Atlético Grau
1F,2,25/02/20,River Plate (PAR),1-3,Deportivo Cali
1F,2,25/02/20,Goiás,0-1,Sol de América
1F,2,25/02/20,Sport Huancayo,0-0,Argentinos Juniors
1F,2,26/02/20,Liverpool Montevideo,5-0,Llaneros de Guanare
1F,2,26/02/20,Nacional (PAR),1-3,Bahia
1F,2,26/02/20,Universidad Catolica (EQU),2-0,Lanús
1F,2,26/02/20,Deportivo Pasto,0-1,Huachipato
1F,2,27/02/20,Plaza Colonia,3-0,Zamora FC
1F,2,27/02/20,Audax Italiano,3-0,Cusco FC
1F,2,27/02/20,Fortaleza,2-1,Independiente
2F,1,27/10/20,Sport Huancayo,1-1,Liverpool Montevideo
2F,1,27/10/20,Audax Italiano,2-1,Bolívar
2F,1,27/10/20,Unión La Calera,0-0,Tolima
2F,1,28/10/20,Sportivo Luqueño,1-2,Defensa y Justicia
2F,1,28/10/20,Fénix,3-1,Huachipato
2F,1,28/10/20,Lanús,3-2,São Paulo
2F,1,28/10/20,Atlético Nacional,1-1,River Plate (URU)
2F,1,28/10/20,Vasco,1-0,Caracas FC
2F,1,28/10/20,Millonarios,1-2,Deportivo Cali
2F,1,28/10/20,Vélez Sarsfield,0-0,Peñarol
2F,1,29/10/20,Unión,0-1,Emelec
2F,1,29/10/20,Sol de América,0-0,Univ. Católica (CHI)
2F,1,29/10/20,Coquimbo Unido,3-0,Estudiantes de Mérida
2F,1,29/10/20,FBC Melgar,1-0,Bahia
2F,1,29/10/20,Independiente,1-0,Atlético Tucumán
2F,1,29/10/20,Plaza Colonia,0-1,Junior Barranquilla
2F,2,03/11/20,Liverpool Montevideo,1-2,Sport Huancayo
2F,2,03/11/20,Bolívar,3-0,Audax Italiano
2F,2,03/11/20,Tolima,1-1,Unión La Calera
2F,2,04/11/20,São Paulo,4-3,Lanús
2F,2,04/11/20,Huachipato,1-1,Fénix
2F,2,04/11/20,Defensa y Justicia,1-1,Sportivo Luqueño
2F,2,04/11/20,River Plate (URU),3-1,Atlético Nacional
2F,2,04/11/20,Peñarol,1-1,Vélez Sarsfield
2F,2,04/11/20,Deportivo Cali,1-2,Millonarios
2F,2,04/11/20,Caracas FC,0-0,Vasco
2F,2,05/11/20,Estudiantes de Mérida,0-2,Coquimbo Unido
2F,2,05/11/20,Emelec,1-2,Unión
2F,2,05/11/20,Atlético Tucumán,1-1,Independiente
2F,2,05/11/20,Univ. Católica (CHI),2-1,Sol de América
2F,2,05/11/20,Junior Barranquilla,0-0,Plaza Colonia
2F,2,05/11/20,Bahia,4-0,FBC Melgar
O,1,24/11/20,Bahia,1-0,Unión
O,1,24/11/20,Vélez Sarsfield,2-0,Deportivo Cali
O,1,25/11/20,Bolívar,2-1,Lanús
O,1,25/11/20,Fénix,1-4,Independiente
O,1,25/11/20,Coquimbo Unido,0-0,Sport Huancayo
O,1,26/11/20,River Plate (URU),1-2,Univ. Católica (CHI)
O,1,26/11/20,Defensa y Justicia,1-1,Vasco
O,1,26/11/20,Junior Barranquilla,2-1,Unión La Calera
O,2,01/12/20,Unión,0-0,Bahia
O,2,01/12/20,Deportivo Cali,1-5,Vélez Sarsfield
O,2,02/12/20,Lanús,6-2,Bolívar
O,2,02/12/20,Sport Huancayo,0-2,Coquimbo Unido
O,2,02/12/20,Independiente,1-0,Fénix
O,2,03/12/20,Unión La Calera,2-1,Junior Barranquilla
O,2,03/12/20,Univ. Católica (CHI),0-1,River Plate (URU)
O,2,03/12/20,Vasco,0-1,Defensa y Justicia
Q,1,08/12/20,Vélez Sarsfield,1-2,Univ. Católica (CHI)
