Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
1F,1,05/02/19,Unión La Calera,0-0,Chapecoense
1F,1,06/02/19,Botafogo,1-0,Defensa y Justicia
1F,1,07/02/19,Bahia,0-1,Liverpool Montevideo
1F,1,07/02/19,Deportivo Santaní,1-1,Once Caldas
1F,1,12/02/19,River Plate (URU),0-0,Santos
1F,1,12/02/19,Macará,2-1,Guabirá
1F,1,14/02/19,Royal Pari FC,2-1,Monagas SC
1F,1,14/02/19,Corinthians,1-1,Racing Club
1F,2,19/02/19,Chapecoense,1-1,Unión La Calera
1F,2,20/02/19,Defensa y Justicia,0-3,Botafogo
1F,2,21/02/19,Liverpool Montevideo,0-0,Bahia
1F,2,21/02/19,Once Caldas,0-2,Deportivo Santaní
1F,2,26/02/19,Santos,1-1,River Plate (URU)
1F,2,26/02/19,Fluminense,0-0,Antofagasta
1F,2,27/02/19,Monagas SC,2-1,Royal Pari FC
1F,2,27/02/19,Racing Club,1-1,Corinthians
1F,2,28/02/19,Guabirá,0-3,Macará
1F,1,19/03/19,Unión Española,1-1,Mushuc Runa
1F,1,19/03/19,Nacional Potosí,0-1,Zulia
1F,1,19/03/19,Deportivo Municipal,0-3,Colón
1F,1,20/03/19,Unión,2-0,Independiente del Valle
1F,1,20/03/19,Independiente FBC,0-0,La Equidad
1F,2,21/03/19,Antofagasta,1-2,Fluminense
1F,1,21/03/19,Montevideo Wanderers,2-0,Sport Huancayo
1F,1,21/03/19,Rionegro Águilas,1-1,Oriente Petrolero
1F,1,02/04/19,Mineros,1-0,Sol de América
1F,1,02/04/19,Universidad Catolica (EQU),0-1,Colo-Colo
1F,1,03/04/19,Independiente,4-1,Binacional
1F,1,03/04/19,Univ. Técnica,1-1,CA Cerro
1F,1,04/04/19,Argentinos Juniors,2-0,Estudiantes de Mérida
1F,1,04/04/19,Deportivo Cali,1-0,Guaraní
1F,2,16/04/19,Zulia,0-1,Nacional Potosí
1F,2,16/04/19,La Equidad,0-0,Independiente FBC
1F,2,16/04/19,Colón,2-0,Deportivo Municipal
