Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
1F,2,17/04/19,Oriente Petrolero,1-1,Rionegro Águilas
1F,2,17/04/19,Independiente del Valle,2-0,Unión
1F,2,18/04/19,Sport Huancayo,1-1,Montevideo Wanderers
1F,2,18/04/19,Mushuc Runa,1-1,Unión Española
1F,2,30/04/19,CA Cerro,3-1,Univ. Técnica
1F,2,30/04/19,Colo-Colo,0-1,Universidad Catolica (EQU)
1F,2,01/05/19,Sol de América,1-0,Mineros
1F,2,01/05/19,Binacional,1-2,Independiente
1F,2,02/05/19,Guaraní,1-0,Deportivo Cali
1F,2,08/05/19,Estudiantes de Mérida,1-0,Argentinos Juniors
2F,1,21/05/19,Royal Pari FC,1-0,Macará
2F,1,21/05/19,River Plate (URU),0-0,Colón
2F,1,21/05/19,Universidad Catolica (EQU),6-0,FBC Melgar
2F,1,21/05/19,Unión Española,0-3,Sporting Cristal
2F,1,21/05/19,Unión La Calera,1-0,Atlético Mineiro
2F,1,21/05/19,Rionegro Águilas,3-2,Independiente
2F,1,22/05/19,Zulia,2-1,Palestino
2F,1,22/05/19,Sol de América,0-1,Botafogo
2F,1,22/05/19,Deportivo Cali,1-1,Peñarol
2F,1,22/05/19,Liverpool Montevideo,1-0,Caracas FC
2F,1,22/05/19,La Equidad,2-0,Deportivo Santaní
2F,1,23/05/19,Montevideo Wanderers,0-0,CA Cerro
2F,1,23/05/19,Corinthians,2-0,Deportivo Lara
2F,1,23/05/19,Argentinos Juniors,1-0,Tolima
2F,1,23/05/19,Fluminense,4-1,Atlético Nacional
2F,1,23/05/19,Independiente del Valle,5-0,Universidad Catolica (CHI)
2F,2,28/05/19,Caracas FC,2-0,Liverpool Montevideo
2F,2,28/05/19,FBC Melgar,0-0,Universidad Catolica (EQU)
2F,2,28/05/19,Colón,3-1,River Plate (URU)
2F,2,28/05/19,Independiente,2-0,Rionegro Águilas
2F,2,28/05/19,Atlético Mineiro,1-0,Unión La Calera
2F,2,28/05/19,Sporting Cristal,3-0,Unión Española
2F,2,29/05/19,Botafogo,4-0,Sol de América
2F,2,29/05/19,Peñarol,2-0,Deportivo Cali
2F,2,29/05/19,Palestino,0-1,Zulia
2F,2,29/05/19,Atlético Nacional,1-0,Fluminense
2F,2,29/05/19,Deportivo Santaní,1-2,La Equidad
2F,2,29/05/19,Macará,3-2,Royal Pari FC
2F,2,30/05/19,Deportivo Lara,0-2,Corinthians
2F,2,30/05/19,Tolima,0-0,Argentinos Juniors
2F,2,30/05/19,Universidad Catolica (CHI),3-2,Independiente del Valle
2F,2,02/06/19,CA Cerro,0-1,Montevideo Wanderers
O,1,09/07/19,Royal Pari FC,1-2,La Equidad
O,1,10/07/19,Caracas FC,0-0,Independiente del Valle
O,1,11/07/19,Colón,0-1,Argentinos Juniors
O,2,16/07/19,La Equidad,2-1,Royal Pari FC
O,2,17/07/19,Independiente del Valle,2-0,Caracas FC
O,2,18/07/19,Argentinos Juniors,0-1,Colón
O,1,23/07/19,Zulia,1-0,Sporting Cristal
O,1,23/07/19,Peñarol,1-2,Fluminense
O,1,24/07/19,Botafogo,0-1,Atlético Mineiro
O,1,25/07/19,Corinthians,2-0,Montevideo Wanderers
O,1,25/07/19,Independiente,1-0,Universidad Catolica (EQU)
O,2,30/07/19,Sporting Cristal,3-2,Zulia
O,2,30/07/19,Fluminense,3-1,Peñarol
O,2,31/07/19,Atlético Mineiro,2-0,Botafogo
O,2,01/08/19,Montevideo Wanderers,1-2,Corinthians
O,2,01/08/19,Universidad Catolica (EQU),3-2,Independiente
Q,1,06/08/19,Independiente,2-1,Independiente del Valle
Q,1,08/08/19,Zulia,1-0,Colón
Q,2,13/08/19,Independiente del Valle,1-0,Independiente
Q,2,15/08/19,Colón,4-0,Zulia
Q,1,20/08/19,Atlético Mineiro,2-1,La Equidad
Q,1,22/08/19,Corinthians,0-0,Fluminense
Q,2,27/08/19,La Equidad,1-3,Atlético Mineiro
Q,2,29/08/19,Fluminense,1-1,Corinthians
S,1,18/09/19,Corinthians,0-2,Independiente del Valle
S,1,19/09/19,Colón,2-1,Atlético Mineiro
S,2,25/09/19,Independiente del Valle,2-2,Corinthians
S,2,26/09/19,Atlético Mineiro,2-1,Colón
F,1,09/11/19,Independiente del Valle,3-1,Colón
