Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
O,2,20/09/17,Ponte Preta,1-0,Sport
O,2,20/09/17,Flamengo,4-0,Chapecoense
O,2,20/09/17,Racing Club,0-0,Corinthians
O,2,21/09/17,LDU Quito,2-1,Fluminense
Q,1,24/10/17,Libertad,1-0,Racing Club
Q,1,25/10/17,Nacional (PAR),1-4,Independiente
Q,1,25/10/17,Fluminense,0-1,Flamengo
Q,1,26/10/17,Sport,0-2,Junior Barranquilla
Q,2,01/11/17,Racing Club,0-0,Libertad
Q,2,01/11/17,Flamengo,3-3,Fluminense
Q,2,02/11/17,Independiente,2-0,Nacional (PAR)
Q,2,02/11/17,Junior Barranquilla,0-0,Sport
S,1,21/11/17,Libertad,1-0,Independiente
S,1,23/11/17,Flamengo,2-1,Junior Barranquilla
S,2,28/11/17,Independiente,3-1,Libertad
S,2,30/11/17,Junior Barranquilla,0-2,Flamengo
F,1,06/12/17,Independiente,2-1,Flamengo
F,2,13/12/17,Flamengo,1-1,Independiente
