Rodada,Data,Time da Casa,Placar,Time Visitante
1F,11/01/25,Serra Branca-PB,1-0,Campinense
1F,12/01/25,Botafogo-PB,4-2,Nacional-PB
1F,12/01/25,Treze,1-1,Auto Esporte
1F,12/01/25,Pombal EC,0-3,Esporte de Patos
1F,13/01/25,Picuiense,0-2,Sousa
1F,15/01/25,Nacional-PB,2-1,Pombal EC
1F,15/01/25,Botafogo-PB,3-0,Esporte de Patos
1F,16/01/25,Sousa,2-0,Serra Branca-PB
1F,18/01/25,Auto Esporte,0-1,Botafogo-PB
1F,19/01/25,Campinense,2-0,Treze
1F,19/01/25,Esporte de Patos,1-3,Sousa
1F,20/01/25,Serra Branca-PB,2-1,Pombal EC
1F,22/01/25,Auto Esporte,1-1,Campinense
1F,22/01/25,Nacional-PB,2-2,Picuiense
1F,25/01/25,Pombal EC,1-0,Botafogo-PB
1F,25/01/25,Treze,1-0,Serra Branca-PB
1F,26/01/25,Auto Esporte,0-0,Sousa
1F,26/01/25,Campinense,6-0,Picuiense
1F,26/01/25,Esporte de Patos,2-2,Nacional-PB
1F,29/01/25,Picuiense,0-1,Pombal EC
1F,29/01/25,Botafogo-PB,1-1,Serra Branca-PB
1F,29/01/25,Sousa,2-0,Campinense
1F,30/01/25,Treze,3-0,Esporte de Patos
1F,01/02/25,Campinense,2-1,Nacional-PB
1F,01/02/25,Sousa,1-0,Pombal EC
1F,02/02/25,Treze,2-1,Botafogo-PB
1F,02/02/25,Auto Esporte,2-3,Esporte de Patos
1F,03/02/25,Serra Branca-PB,8-0,Picuiense
1F,08/02/25,Pombal EC,1-1,Treze
1F,08/02/25,Sousa,3-0,Nacional-PB
1F,09/02/25,Botafogo-PB,4-1,Campinense
1F,09/02/25,Picuiense,1-2,Auto Esporte
1F,09/02/25,Esporte de Patos,0-2,Serra Branca-PB
1F,12/02/25,Picuiense,2-6,Treze
1F,13/02/25,Serra Branca-PB,2-2,Nacional-PB
1F,13/02/25,Pombal EC,1-1,Auto Esporte
1F,15/02/25,Botafogo-PB,3-0,Picuiense
1F,15/02/25,Esporte de Patos,0-1,Campinense
1F,16/02/25,Treze,0-0,Sousa
1F,16/02/25,Nacional-PB,3-1,Auto Esporte
1F,19/02/25,Picuiense,0-5,Esporte de Patos
1F,22/02/25,Nacional-PB,1-4,Treze
1F,22/02/25,Sousa,1-2,Botafogo-PB
1F,22/02/25,Campinense,1-1,Pombal EC
1F,22/02/25,Serra Branca-PB,5-1,Auto Esporte
SF,08/03/25,Treze,1-2,Botafogo-PB
SF,09/03/25,Serra Branca-PB,1-1,Sousa
SF,15/03/25,Botafogo-PB,0-0,Treze
SF,16/03/25,Sousa,1-1(4-3 Pen.),Serra Branca-PB
F,23/03/25,Sousa,1-0,Botafogo-PB
F,30/03/25,Botafogo-PB,1-1,Sousa
